preference_id,user_id,preferred_categories,preferred_colors,preferred_fabrics,preferred_brands,preferred_styles,skin_tone,body_type,price_sensitivity,updated_ts
411,411,"TANKS, BEACH WEAR, CARDIGANS","Pastel Blue, Camouflage, Charcoal","Wool, Corduroy",Brand_9,"Eco-friendly, Luxury, Y2K",Neutral Skin,Tall Friendly,Low,2026-01-28 14:56:19
412,412,"UTILITY PANTS, TRACK PANTS, HOODIES & JACKETS","Plaid, Black, Checked","Rayon, Cotton",Brand_16,"Athleisure, Cottagecore, Luxury",Neutral Skin,Petite Friendly,Medium,2026-01-28 14:56:19
413,413,"POLOS, BEACH WEAR, BLAZERS","Off-white, White, Grey","Bamboo, Wool",Brand_12,"Y2K, Formal, Cottagecore",Dark Skin,Curvy Friendly,Low,2026-01-28 14:56:19
414,414,"DENIM JACKETS, T-SHIRTS, POLOS","Checked, Tie-dye, Camouflage","Polyester, Modal",Brand_12,"Luxury, Casual, Preppy",Medium Skin,Curvy Friendly,Low,2026-01-28 14:56:19
415,415,"UTILITY PANTS, HOODIES & JACKETS, DENIM JACKETS","Charcoal, Plaid, Red","Cotton, Velvet",Brand_5,"Cottagecore, Eco-friendly, Minimalist",Fair Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
416,416,"POLOS, OVERSIZE TEE, TRACK PANTS","Checked, Plaid, Sky Blue","Bamboo, Polyester",Brand_17,"Preppy, Y2K, Minimalist",Dark Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
418,418,"CHINOS, HOODIES & JACKETS, TRACK PANTS","Striped, Multi-color, Black","Fleece, Polyester",Brand_7,"Office Wear, Athleisure, Formal",Medium Skin,Tall Friendly,Low,2026-01-28 14:56:19
419,419,"KIMONO, CHINOS, SWEATSHIRTS","Brown, Orange, Striped","Wool, Cotton",Brand_17,"Casual, Beach Wear, Streetwear",Dark Skin,Tall Friendly,Medium,2026-01-28 14:56:19
421,421,"BLAZERS, SHORTS, POLOS","Nude, Blush, Polka Dot","Jacquard, Polyester",Brand_4,"Office Wear, Hipster, Party Wear",Dark Skin,Petite Friendly,High,2026-01-28 14:56:19
422,422,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","White, Striped, Blush","Leather, Bamboo",Brand_13,"Y2K, Cottagecore, Hipster",Neutral Skin,Curvy Friendly,Low,2026-01-28 14:56:19
423,423,"SHORTS, POLOS, CARDIGANS","Olive, Tie-dye, Charcoal","Linen, Tencel",Brand_5,"Athleisure, Minimalist, Luxury",Medium Skin,Skinny Friendly,Low,2026-01-28 14:56:19
424,424,"BEACH WEAR, HOODIES & JACKETS, TRACK PANTS","Mint, Pastel Pink, Sky Blue","Polyester, Tencel",Brand_18,"Party Wear, Vintage, Office Wear",Fair Skin,Petite Friendly,High,2026-01-28 14:56:19
425,425,"OVERSIZE TEE, SHORTS, JOGGERS & PANTS","Navy, Nude, Tan","Bamboo, Modal",Brand_18,"Minimalist, Athleisure, Luxury",Fair Skin,Tall Friendly,Low,2026-01-28 14:56:19
426,426,"OVERSIZE TEE, BLAZERS, UTILITY PANTS","Mint, Sky Blue, Blue","Jacquard, Fleece",Brand_14,"Eco-friendly, Preppy, Casual",Medium Skin,Skinny Friendly,High,2026-01-28 14:56:19
427,427,"T-SHIRTS, BLAZERS, CHINOS","Black, Brown, Crimson","Corduroy, Velvet",Brand_15,"Y2K, Vintage, Streetwear",Fair Skin,Petite Friendly,Low,2026-01-28 14:56:19
428,428,"BEACH WEAR, POLOS, TRACK PANTS","Striped, Yellow, Black","Corduroy, Polyester",Brand_10,"Formal, Office Wear, Streetwear",Dark Skin,Petite Friendly,High,2026-01-28 14:56:19
430,430,"UTILITY PANTS, JOGGERS & PANTS, TANKS","Polka Dot, Pastel Green, Tan","Wool, Denim",Brand_12,"Luxury, Casual, Preppy",Medium Skin,Tall Friendly,High,2026-01-28 14:56:19
431,431,"HOODIES & JACKETS, SHORTS, JOGGERS & PANTS","Beige, White, Charcoal","Wool, Corduroy",Brand_16,"Y2K, Minimalist, Beach Wear",Fair Skin,Curvy Friendly,Low,2026-01-28 14:56:19
433,433,"TRACK PANTS, TANKS, CARDIGANS","Camouflage, Pastel Pink, Sky Blue","Corduroy, Jacquard",Brand_9,"Hipster, Y2K, Cottagecore",Neutral Skin,Skinny Friendly,High,2026-01-28 14:56:19
434,434,"CARDIGANS, UTILITY PANTS, T-SHIRTS","Blush, Tie-dye, Charcoal","Linen, Leather",Brand_11,"Eco-friendly, Athleisure, Streetwear",Fair Skin,Tall Friendly,Low,2026-01-28 14:56:19
435,435,"SHORTS, KIMONO, TANKS","Yellow, Green, Nude","Denim, Silk",Brand_13,"Cottagecore, Casual, Eco-friendly",Neutral Skin,Curvy Friendly,High,2026-01-28 14:56:19
436,436,"HOODIES & JACKETS, JOGGERS & PANTS, TANKS","Teal, Peach, Orange","Cotton, Jacquard",Brand_3,"Preppy, Y2K, Casual",Medium Skin,Curvy Friendly,Low,2026-01-28 14:56:19
437,437,"BEACH WEAR, POLOS, HOODIES & JACKETS","Green, Tan, Maroon","Leather, Tencel",Brand_14,"Casual, Preppy, Party Wear",Fair Skin,Tall Friendly,High,2026-01-28 14:56:19
438,438,"COATS, CHINOS, BEACH WEAR","Red, Pastel Blue, Striped","Corduroy, Velvet",Brand_12,"Eco-friendly, Formal, Beach Wear",Neutral Skin,Curvy Friendly,High,2026-01-28 14:56:19
440,440,"POLOS, CARDIGANS, BEACH WEAR","Striped, Pastel Pink, Coral","Denim, Silk",Brand_16,"Cottagecore, Vintage, Casual",Neutral Skin,Tall Friendly,High,2026-01-28 14:56:19
441,441,"JOGGERS & PANTS, BEACH WEAR, SHORTS","Tan, Peach, Pastel Green","Cotton, Linen",Brand_8,"Preppy, Athleisure, Formal",Medium Skin,Tall Friendly,Low,2026-01-28 14:56:19
442,442,"SWEATSHIRTS, BEACH WEAR, OVERSIZE TEE","Checked, Off-white, Red","Modal, Velvet",Brand_18,"Party Wear, Minimalist, Casual",Dark Skin,Skinny Friendly,Low,2026-01-28 14:56:19
443,443,"DENIM JACKETS, POLOS, UTILITY PANTS","Checked, Beige, Tie-dye","Denim, Jacquard",Brand_6,"Beach Wear, Casual, Streetwear",Medium Skin,Petite Friendly,Medium,2026-01-28 14:56:19
444,444,"POLOS, HOODIES & JACKETS, T-SHIRTS","Blush, Teal, Chocolate","Jacquard, Corduroy",Brand_19,"Streetwear, Preppy, Luxury",Medium Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
445,445,"HOODIES & JACKETS, TRACK PANTS, UTILITY PANTS","Pastel Pink, Polka Dot, Crimson","Wool, Denim",Brand_14,"Beach Wear, Party Wear, Casual",Neutral Skin,Tall Friendly,High,2026-01-28 14:56:19
446,446,"OVERSIZE TEE, BLAZERS, TANKS","Teal, Polka Dot, Tie-dye","Wool, Polyester",Brand_12,"Luxury, Party Wear, Vintage",Dark Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
447,447,"HOODIES & JACKETS, CHINOS, SWEATSHIRTS","Black, Beige, Plaid","Leather, Polyester",Brand_14,"Formal, Eco-friendly, Party Wear",Dark Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
448,448,"SHORTS, CARDIGANS, BLAZERS","Chocolate, Teal, Pastel Green","Linen, Tencel",Brand_19,"Party Wear, Athleisure, Hipster",Fair Skin,Tall Friendly,High,2026-01-28 14:56:19
449,449,"TRACK PANTS, T-SHIRTS, CHINOS","Crimson, Multi-color, Beige","Velvet, Modal",Brand_4,"Preppy, Vintage, Casual",Neutral Skin,Tall Friendly,High,2026-01-28 14:56:19
450,450,"KIMONO, COATS, HOODIES & JACKETS","Blue, Tie-dye, Pastel Pink","Leather, Wool",Brand_3,"Office Wear, Formal, Minimalist",Dark Skin,Skinny Friendly,High,2026-01-28 14:56:19
451,451,"CARDIGANS, COATS, BLAZERS","Checked, Plaid, Blush","Jacquard, Polyester",Brand_3,"Hipster, Eco-friendly, Vintage",Fair Skin,Tall Friendly,Low,2026-01-28 14:56:19
452,452,"JOGGERS & PANTS, CARDIGANS, BEACH WEAR","Pastel Green, Green, Maroon","Jacquard, Silk",Brand_7,"Casual, Y2K, Athleisure",Neutral Skin,Petite Friendly,Medium,2026-01-28 14:56:19
453,453,"TANKS, COATS, UTILITY PANTS","Peach, Pastel Pink, Multi-color","Modal, Rayon",Brand_7,"Cottagecore, Casual, Preppy",Fair Skin,Curvy Friendly,Medium,2026-03-08 21:50:44
454,454,"CARDIGANS, BEACH WEAR, CHINOS","Peach, Chocolate, Red","Bamboo, Tencel",Brand_1,"Minimalist, Athleisure, Luxury",Dark Skin,Petite Friendly,High,2026-01-28 14:56:19
455,455,"DENIM JACKETS, TRACK PANTS, COATS","Tie-dye, Mint, Pink","Bamboo, Tencel",Brand_4,"Casual, Vintage, Hipster",Neutral Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
456,456,"OVERSIZE TEE, SHORTS, SWEATSHIRTS","Peach, Coral, Pastel Pink","Tencel, Fleece",Brand_2,"Party Wear, Casual, Cottagecore",Fair Skin,Tall Friendly,High,2026-01-28 14:56:19
457,457,"BLAZERS, OVERSIZE TEE, SWEATSHIRTS","Tie-dye, Coral, Crimson","Velvet, Corduroy",Brand_9,"Beach Wear, Y2K, Preppy",Dark Skin,Tall Friendly,Medium,2026-01-28 14:56:19
458,458,"OVERSIZE TEE, TANKS, JOGGERS & PANTS","Maroon, Crimson, Chocolate","Wool, Bamboo",Brand_13,"Office Wear, Streetwear, Athleisure",Medium Skin,Petite Friendly,Low,2026-01-28 14:56:19
459,459,"POLOS, BLAZERS, COATS","Blue, Plaid, Sky Blue","Tencel, Rayon",Brand_11,"Streetwear, Eco-friendly, Luxury",Neutral Skin,Curvy Friendly,Low,2026-01-28 14:56:19
460,460,"SWEATSHIRTS, T-SHIRTS, BEACH WEAR","Blue, Blush, Pastel Blue","Silk, Leather",Brand_14,"Minimalist, Cottagecore, Y2K",Fair Skin,Petite Friendly,Medium,2026-01-28 14:56:19
462,462,"KIMONO, HOODIES & JACKETS, TANKS","Yellow, Mustard, Striped","Velvet, Polyester",Brand_9,"Minimalist, Streetwear, Hipster",Medium Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
463,463,"UTILITY PANTS, TANKS, DENIM JACKETS","Green, Beige, Red","Silk, Bamboo",Brand_14,"Office Wear, Formal, Luxury",Fair Skin,Curvy Friendly,High,2026-01-28 14:56:19
464,464,"TRACK PANTS, BEACH WEAR, UTILITY PANTS","Black, Pastel Pink, Peach","Velvet, Silk",Brand_17,"Office Wear, Luxury, Casual",Fair Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
467,467,"BEACH WEAR, KIMONO, OVERSIZE TEE","Blue, Green, Pastel Green","Velvet, Wool",Brand_16,"Office Wear, Luxury, Formal",Dark Skin,Petite Friendly,High,2026-01-28 14:56:19
469,469,"OVERSIZE TEE, HOODIES & JACKETS, T-SHIRTS","Tan, Brown, Nude","Linen, Leather",Brand_17,"Minimalist, Beach Wear, Party Wear",Medium Skin,Petite Friendly,Low,2026-01-28 14:56:19
470,470,"T-SHIRTS, POLOS, SHORTS","White, Mint, Grey","Silk, Denim",Brand_9,"Casual, Preppy, Eco-friendly",Dark Skin,Petite Friendly,Low,2026-01-28 14:56:19
471,471,"KIMONO, HOODIES & JACKETS, TRACK PANTS","Black, Charcoal, Pastel Pink","Bamboo, Fleece",Brand_6,"Casual, Streetwear, Luxury",Fair Skin,Tall Friendly,Medium,2026-01-28 14:56:19
472,472,"OVERSIZE TEE, COATS, CHINOS","Navy, Beige, Mustard","Fleece, Leather",Brand_9,"Party Wear, Luxury, Office Wear",Dark Skin,Skinny Friendly,High,2026-01-28 14:56:19
473,473,"KIMONO, SWEATSHIRTS, POLOS","Pastel Blue, Charcoal, Tan","Denim, Cotton",Brand_5,"Casual, Athleisure, Preppy",Fair Skin,Curvy Friendly,Low,2026-01-28 14:56:19
474,474,"OVERSIZE TEE, BLAZERS, TRACK PANTS","Blush, Plaid, Tan","Jacquard, Polyester",Brand_3,"Casual, Streetwear, Cottagecore",Neutral Skin,Curvy Friendly,Low,2026-01-28 14:56:19
475,475,"SHORTS, HOODIES & JACKETS, TANKS","Checked, Beige, Polka Dot","Denim, Fleece",Brand_5,"Y2K, Athleisure, Vintage",Fair Skin,Curvy Friendly,High,2026-01-28 14:56:19
477,477,"T-SHIRTS, COATS, CARDIGANS","Chocolate, Pastel Pink, Navy","Cotton, Velvet",Brand_16,"Office Wear, Eco-friendly, Hipster",Dark Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
479,479,"CHINOS, SHORTS, DENIM JACKETS","Pastel Green, Grey, Coral","Silk, Tencel",Brand_14,"Preppy, Athleisure, Office Wear",Fair Skin,Tall Friendly,Medium,2026-01-28 14:56:19
480,480,"KIMONO, SWEATSHIRTS, CHINOS","Black, Maroon, Blush","Rayon, Denim",Brand_15,"Preppy, Cottagecore, Casual",Neutral Skin,Curvy Friendly,High,2026-03-08 21:50:44
481,481,"BEACH WEAR, T-SHIRTS, TRACK PANTS","Crimson, Plaid, Grey","Denim, Cotton",Brand_17,"Party Wear, Eco-friendly, Streetwear",Medium Skin,Curvy Friendly,High,2026-01-28 14:56:19
482,482,"SWEATSHIRTS, CARDIGANS, KIMONO","Nude, Pink, Mustard","Fleece, Linen",Brand_19,"Beach Wear, Preppy, Cottagecore",Fair Skin,Petite Friendly,Medium,2026-01-28 14:56:19
483,483,"SHORTS, TANKS, SWEATSHIRTS","Mint, Orange, Pastel Pink","Jacquard, Rayon",Brand_16,"Casual, Luxury, Minimalist",Neutral Skin,Skinny Friendly,Low,2026-01-28 14:56:19
484,484,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Mustard, Red, Chocolate","Bamboo, Velvet",Brand_18,"Streetwear, Eco-friendly, Casual",Neutral Skin,Petite Friendly,Low,2026-01-28 14:56:19
485,485,"CHINOS, T-SHIRTS, BEACH WEAR","Polka Dot, Camouflage, Pastel Green","Rayon, Silk",Brand_15,"Beach Wear, Minimalist, Party Wear",Medium Skin,Petite Friendly,Low,2026-01-28 14:56:19
487,487,"T-SHIRTS, SWEATSHIRTS, CARDIGANS","Pastel Blue, Charcoal, Maroon","Silk, Leather",Brand_2,"Hipster, Formal, Office Wear",Neutral Skin,Tall Friendly,High,2026-01-28 14:56:19
488,488,"BLAZERS, UTILITY PANTS, CHINOS","Plaid, Pastel Pink, Olive","Linen, Corduroy",Brand_2,"Minimalist, Preppy, Y2K",Medium Skin,Curvy Friendly,Medium,2026-01-28 14:56:19
489,489,"CARDIGANS, JOGGERS & PANTS, OVERSIZE TEE","Blue, Beige, Tan","Modal, Silk",Brand_15,"Y2K, Casual, Formal",Fair Skin,Tall Friendly,High,2026-01-28 14:56:19
490,490,"T-SHIRTS, BEACH WEAR, SWEATSHIRTS","Off-white, Beige, Maroon","Rayon, Velvet",Brand_7,"Minimalist, Athleisure, Beach Wear",Medium Skin,Petite Friendly,Low,2026-01-28 14:56:19
491,491,"SWEATSHIRTS, T-SHIRTS, TRACK PANTS","Pastel Green, Grey, Beige","Linen, Velvet",Brand_8,"Party Wear, Preppy, Casual",Neutral Skin,Petite Friendly,High,2026-01-28 14:56:19
492,492,"UTILITY PANTS, TANKS, HOODIES & JACKETS","Plaid, Off-white, Navy","Wool, Cotton",Brand_15,"Hipster, Eco-friendly, Vintage",Fair Skin,Tall Friendly,High,2026-01-28 14:56:19
493,493,"BLAZERS, TRACK PANTS, TANKS","Crimson, Blush, Charcoal","Tencel, Linen",Brand_18,"Luxury, Formal, Party Wear",Neutral Skin,Curvy Friendly,High,2026-01-28 14:56:19
494,494,"HOODIES & JACKETS, POLOS, BLAZERS","Tan, Polka Dot, Striped","Silk, Linen",Brand_10,"Casual, Cottagecore, Hipster",Dark Skin,Petite Friendly,High,2026-01-28 14:56:19
495,495,"SHORTS, COATS, CHINOS","Brown, Polka Dot, White","Leather, Corduroy",Brand_4,"Preppy, Office Wear, Casual",Fair Skin,Tall Friendly,High,2026-01-28 14:56:19
496,496,"JOGGERS & PANTS, CHINOS, HOODIES & JACKETS","Peach, Off-white, Coral","Corduroy, Polyester",Brand_17,"Eco-friendly, Casual, Cottagecore",Neutral Skin,Petite Friendly,Low,2026-01-28 14:56:19
497,497,"BLAZERS, CHINOS, CARDIGANS","Pink, Black, Olive","Modal, Jacquard",Brand_10,"Casual, Party Wear, Minimalist",Dark Skin,Skinny Friendly,High,2026-01-28 14:56:19
498,498,"TANKS, POLOS, UTILITY PANTS","Pink, Maroon, Sky Blue","Jacquard, Polyester",Brand_18,"Athleisure, Eco-friendly, Beach Wear",Dark Skin,Curvy Friendly,High,2026-01-28 14:56:19
499,499,"OVERSIZE TEE, TRACK PANTS, COATS","Orange, White, Pastel Pink","Denim, Corduroy",Brand_15,"Beach Wear, Athleisure, Hipster",Medium Skin,Petite Friendly,Medium,2026-01-28 14:56:19
500,500,"JOGGERS & PANTS, BLAZERS, OVERSIZE TEE","Grey, Pastel Green, Charcoal","Tencel, Rayon",Brand_13,"Party Wear, Eco-friendly, Office Wear",Fair Skin,Petite Friendly,High,2026-01-28 14:56:19
326,326,"UTILITY PANTS, DENIM JACKETS, POLOS","Black, Brown, Crimson","Velvet, Linen",Brand_13,"Luxury, Casual, Preppy",Medium Skin,Tall Friendly,High,2026-01-28 14:56:19
196,196,"HOODIES & JACKETS, CHINOS, BEACH WEAR","Black, Pink, Polka Dot","Linen, Cotton",Brand_13,"Beach Wear, Preppy, Luxury",Medium Skin,Curvy Friendly,High,2026-01-28 14:56:19
192,192,"POLOS, COATS, TRACK PANTS","Checked, Pink, Plaid","Bamboo, Tencel",Brand_16,"Cottagecore, Luxury, Preppy",Fair Skin,Skinny Friendly,Medium,2026-01-28 14:56:19
338,338,"SWEATSHIRTS, HOODIES & JACKETS, T-SHIRTS","Olive, Black, Mint","Cotton, Corduroy",Brand_17,"Athleisure, Office Wear, Preppy",Neutral Skin,Tall Friendly,High,2026-01-28 14:56:19
468,468,"T-SHIRTS, SHORTS, UTILITY PANTS","Sky Blue, Polka Dot, Striped","Fleece, Cotton",Brand_17,"Party Wear, Casual, Cottagecore",Neutral Skin,Skinny Friendly,Low,2026-01-28 14:56:19
134,134,"JOGGERS & PANTS, OVERSIZE TEE, DENIM JACKETS","Navy, Pastel Blue, Multi-color","Rayon, Velvet",Brand_19,"Cottagecore, Streetwear, Formal",Fair Skin,Petite Friendly,Medium,2026-01-28 14:56:19
58,58,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Pastel Pink, Brown, Striped","Jacquard, Bamboo",Brand_19,"Party Wear, Preppy, Athleisure",Dark Skin,Petite Friendly,High,2026-03-08 21:50:44
53,53,"TANKS, T-SHIRTS, SHORTS","Blush, Chocolate, Beige","Leather, Rayon",Brand_11,"Streetwear, Athleisure, Beach Wear",Dark Skin,Skinny Friendly,Low,2026-01-28 14:56:19
339,339,"CHINOS, JOGGERS & PANTS, TANKS","Grey, Pink, Tan","Wool, Cotton",Brand_9,"Eco-friendly, Streetwear, Athleisure",Medium Skin,Tall Friendly,High,2026-01-28 14:56:19
327,327,"TANKS, DENIM JACKETS, SHORTS","Blue, Tie-dye, Charcoal","Jacquard, Tencel",Brand_17,"Minimalist, Casual, Office Wear",Medium Skin,Skinny Friendly,High,2026-01-28 14:56:19
220,220,"COATS, BLAZERS, T-SHIRTS","White, Red, Polka Dot","Polyester, Velvet",Brand_15,"Luxury, Casual, Preppy",Fair Skin,Curvy Friendly,High,2026-01-28 14:56:19
146,146,"OVERSIZE TEE, BEACH WEAR, SWEATSHIRTS","Crimson, Black, Sky Blue","Rayon, Jacquard",Brand_13,"Streetwear, Preppy, Office Wear",Dark Skin,Petite Friendly,High,2026-01-28 14:56:19
