anchor,positive,negative
navy track pants polyester,"luxury textured track pants track pants blush modal rainy weather, edgy, tall friendly, floral, vintage","luxury wide leg beach wear beach wear crimson denim y2k, cottagecore, luxury, party wear, monochrome, beach wear, formal"
"relaxed functional cardigans cardigans crimson denim cottagecore, urban, monochrome, summer, dark skin","classic neutral shorts shorts crimson jacquard streetwear, skinny friendly, luxury, oversized, layering, business casual, stripes","lightweight casual hoodies & jackets hoodies & jackets chocolate bamboo eco-friendly, party wear, y2k, petite friendly, slim fit, monochrome, layering, neutral skin"
"bright wide leg oversize tee oversize tee pink jacquard business casual, y2k, medium skin, checked, slim fit","casual rustic beach wear beach wear pink fleece casual, party wear, polka dot, cold weather, rainy weather","tailored bold tanks tanks brown linen hipster, beach wear, office wear, old money, travel friendly, petite friendly, party wear, festival"
"urban wide leg polos polos maroon rayon luxury, old money, slim fit, hot weather, edgy, petite friendly, tall friendly, rainy weather","bright sporty polos polos peach tencel business casual, edgy, cold weather, stripes, skinny friendly, tall friendly, winter, eco-friendly","oversized bold beach wear beach wear grey wool business casual, winter, spring, skinny friendly, minimalist, oversized"
"tailored heritage utility pants utility pants mint tencel patterned, casual, sporty, skinny friendly, polka dot, curvy friendly, stripes, spring","soft essential shorts shorts mint velvet monochrome, spring, summer, patterned, rainy weather","trendy textured blazers blazers multi-color denim summer, business casual, hot weather, y2k, layering, streetwear"
"structured structured blazers blazers beige fleece winter, curvy friendly, neutral skin, urban, minimalist","layered minimalist blazers blazers mustard bamboo petite friendly, eco-friendly, urban, polka dot, casual","textured dynamic track pants track pants off-white linen floral, checked, luxury, patterned, rainy weather, old money, business casual, urban"
polka dot kimono modal,"urban bright kimono kimono red tencel office wear, hot weather, slim fit, medium skin, monochrome","chic layered shorts shorts sky blue linen winter, rainy weather, festival, petite friendly, urban"
"chic functional beach wear beach wear navy leather spring, formal, dark skin, minimalist, neutral skin","textured refined sweatshirts sweatshirts navy rayon casual, autumn, curvy friendly, medium skin, cottagecore","retro classic coats coats striped fleece festival, business casual, party wear, office wear, winter, rainy weather"
"classic statement chinos chinos red velvet oversized, luxury, spring, streetwear, tall friendly, medium skin","sporty camo chinos chinos navy denim casual, tall friendly, urban, neutral skin, streetwear","smart modern denim jackets denim jackets crimson corduroy urban, spring, hipster, tall friendly, vintage"
"comfy comfy tanks tanks blue tencel tall friendly, eco-friendly, petite friendly, travel friendly, preppy","soft trendy track pants track pants blue tencel festival, fair skin, hot weather, hipster, casual, eco-friendly, tall friendly, skinny friendly","edgy wide leg polos polos polka dot corduroy casual, stripes, fair skin, y2k, autumn"
green coats rayon,"tailored soft coats coats chocolate leather party wear, checked, dark skin, fair skin, monochrome","functional tailored tanks tanks pink bamboo athleisure, medium skin, winter, minimalist, skinny friendly, preppy, cold weather"
"casual retro sweatshirts sweatshirts tie-dye rayon beach wear, streetwear, business casual, polka dot, old money, eco-friendly, casual","dynamic trendy sweatshirts sweatshirts pink polyester polka dot, party wear, autumn, travel friendly, beach wear, floral","luxury bright shorts shorts pastel green linen cold weather, autumn, dark skin, monochrome, checked"
"chic comfy joggers & pants joggers & pants chocolate wool urban, formal, winter, rainy weather, neutral skin, office wear, patterned","functional functional oversize tee oversize tee chocolate polyester monochrome, petite friendly, cottagecore, comfy, floral, tall friendly","soft chic polos polos crimson modal skinny friendly, comfy, office wear, luxury, cold weather"
"structured lightweight blazers blazers green modal hipster, neutral skin, vintage, party wear, stripes, eco-friendly, oversized","oversized bright beach wear beach wear green cotton floral, luxury, preppy, minimalist, petite friendly, oversized","retro comfy hoodies & jackets hoodies & jackets blue jacquard dark skin, cold weather, luxury, petite friendly, sporty, festival, medium skin"
"soft elegant utility pants utility pants black linen cottagecore, polka dot, skinny friendly, checked, urban, party wear, layering","statement casual utility pants utility pants blush denim party wear, medium skin, petite friendly, skinny friendly, beach wear, old money","modern patterned shorts shorts striped linen checked, tall friendly, floral, medium skin, beach wear, patterned, comfy, festival"
"essential heritage t-shirts t-shirts tie-dye cotton rainy weather, curvy friendly, comfy, autumn, sporty, skinny friendly, vintage, eco-friendly","layered heritage t-shirts t-shirts olive jacquard slim fit, cottagecore, preppy, winter, patterned, eco-friendly, monochrome","neutral heritage joggers & pants joggers & pants yellow cotton streetwear, beach wear, travel friendly, patterned, medium skin, cottagecore, casual, business casual"
"luxury classic cardigans cardigans black corduroy fair skin, beach wear, office wear, preppy, spring, festival","neutral casual cardigans cardigans charcoal silk festival, layering, hipster, sporty, cottagecore, medium skin, summer, oversized","preppy trendy sweatshirts sweatshirts red silk minimalist, athleisure, summer, tall friendly, eco-friendly, vintage, autumn, winter"
"retro lightweight tanks tanks charcoal jacquard slim fit, festival, hot weather, preppy, checked","chic lightweight tanks tanks charcoal rayon fair skin, dark skin, edgy, old money, curvy friendly, hipster","tailored tailored t-shirts t-shirts striped jacquard curvy friendly, casual, preppy, eco-friendly, checked, office wear"
"textured bold hoodies & jackets hoodies & jackets orange polyester minimalist, monochrome, travel friendly, polka dot, winter, fair skin","heritage tailored cardigans cardigans orange jacquard dark skin, party wear, petite friendly, athleisure, hot weather, monochrome, stripes, spring","oversized bold tanks tanks black velvet comfy, formal, travel friendly, business casual, spring, summer"
"comfy rustic chinos chinos coral silk sporty, dark skin, festival, spring, business casual, streetwear","edgy heritage chinos chinos coral denim casual, monochrome, eco-friendly, sporty, hipster, autumn, urban","rustic trendy polos polos charcoal silk office wear, urban, edgy, cottagecore, summer, slim fit, stripes, formal"
"tailored elegant chinos chinos orange bamboo edgy, streetwear, layering, oversized, rainy weather, urban, polka dot","dynamic bright denim jackets denim jackets orange rayon festival, stripes, petite friendly, preppy, tall friendly, patterned","trendy rustic tanks tanks plaid linen medium skin, tall friendly, hipster, stripes, cold weather, business casual"
"slim fit casual sweatshirts sweatshirts checked linen y2k, preppy, business casual, urban, polka dot, party wear, travel friendly, tall friendly","urban elegant sweatshirts sweatshirts pastel pink leather minimalist, y2k, polka dot, medium skin, layering","bright casual oversize tee oversize tee pink denim neutral skin, athleisure, business casual, autumn, formal, hipster, luxury"
"bold textured sweatshirts sweatshirts yellow linen petite friendly, layering, old money, dark skin, party wear","retro smart tanks tanks yellow velvet floral, layering, dark skin, formal, casual, preppy, party wear","layered bright blazers blazers tan silk layering, floral, streetwear, checked, y2k, preppy"
"neutral relaxed joggers & pants joggers & pants navy cotton office wear, checked, eco-friendly, sporty, party wear, medium skin, business casual","soft vintage joggers & pants joggers & pants white rayon sporty, autumn, layering, patterned, rainy weather","elegant trendy sweatshirts sweatshirts blue leather spring, layering, beach wear, formal, travel friendly, skinny friendly"
tan shorts denim,"textured structured shorts shorts grey rayon edgy, streetwear, urban, beach wear, fair skin, eco-friendly, summer","casual rustic beach wear beach wear pink fleece casual, party wear, polka dot, cold weather, rainy weather"
off-white shorts tencel,"textured structured shorts shorts grey rayon edgy, streetwear, urban, beach wear, fair skin, eco-friendly, summer","sporty sporty beach wear beach wear maroon jacquard hipster, curvy friendly, checked, old money, cottagecore, beach wear, comfy"
"neutral rustic track pants track pants mustard leather medium skin, checked, rainy weather, autumn, athleisure, streetwear, party wear, luxury","modern retro track pants track pants brown silk luxury, festival, monochrome, formal, comfy, autumn","bold structured tanks tanks tan silk hipster, sporty, summer, slim fit, petite friendly, business casual, comfy, vintage"
"wide leg comfy oversize tee oversize tee mint linen rainy weather, vintage, hot weather, summer, y2k, minimalist, patterned","structured luxury polos polos mint leather sporty, spring, medium skin, petite friendly, layering, skinny friendly","statement essential denim jackets denim jackets yellow modal luxury, stripes, office wear, checked, vintage"
"modern essential polos polos charcoal velvet preppy, athleisure, urban, minimalist, oversized, casual, polka dot, comfy","slim fit camo utility pants utility pants charcoal tencel petite friendly, office wear, old money, cottagecore, rainy weather, streetwear","statement layered tanks tanks striped modal curvy friendly, patterned, stripes, vintage, beach wear, hipster, preppy, petite friendly"
"oversized rustic shorts shorts red fleece business casual, y2k, petite friendly, patterned, skinny friendly, cold weather","relaxed essential oversize tee oversize tee red jacquard tall friendly, autumn, old money, sporty, office wear, spring","relaxed refined oversize tee oversize tee peach leather summer, spring, office wear, winter, party wear, sporty, eco-friendly"
"urban textured track pants track pants white leather polka dot, festival, checked, summer, preppy, edgy, autumn","sporty comfy t-shirts t-shirts white tencel oversized, neutral skin, tall friendly, eco-friendly, monochrome, spring, formal","preppy tailored cardigans cardigans camouflage velvet business casual, casual, floral, party wear, festival, monochrome, petite friendly"
"layered trendy blazers blazers pink tencel formal, streetwear, preppy, summer, vintage, luxury, rainy weather","wide leg slim fit joggers & pants joggers & pants pink leather tall friendly, urban, festival, eco-friendly, party wear","elegant structured joggers & pants joggers & pants crimson bamboo cold weather, y2k, business casual, patterned, old money, floral, comfy, athleisure"
"urban luxury kimono kimono navy fleece athleisure, autumn, beach wear, eco-friendly, streetwear","urban bright kimono kimono red tencel office wear, hot weather, slim fit, medium skin, monochrome","statement relaxed beach wear beach wear chocolate rayon neutral skin, business casual, monochrome, floral, polka dot, urban, rainy weather"
"textured modern shorts shorts pink tencel slim fit, athleisure, beach wear, office wear, comfy","lightweight preppy shorts shorts black polyester festival, party wear, eco-friendly, beach wear, medium skin, tall friendly, spring","slim fit modern oversize tee oversize tee chocolate jacquard monochrome, urban, curvy friendly, stripes, polka dot, office wear, floral"
"minimalist refined oversize tee oversize tee tan denim eco-friendly, slim fit, floral, rainy weather, neutral skin, hot weather, dark skin","patterned chic oversize tee oversize tee plaid corduroy edgy, hot weather, monochrome, sporty, luxury","trendy classic cardigans cardigans coral jacquard hipster, medium skin, y2k, casual, sporty, old money, slim fit"
"minimalist rustic hoodies & jackets hoodies & jackets charcoal jacquard y2k, cottagecore, skinny friendly, festival, edgy, petite friendly, hipster","soft minimalist hoodies & jackets hoodies & jackets charcoal corduroy patterned, medium skin, preppy, cold weather, sporty, hot weather","bright dynamic oversize tee oversize tee peach cotton cold weather, edgy, winter, vintage, party wear, cottagecore, spring"
"edgy structured beach wear beach wear sky blue denim petite friendly, formal, old money, spring, patterned, edgy, layering, autumn","rustic elegant beach wear beach wear plaid fleece luxury, dark skin, fair skin, casual, travel friendly, business casual","statement wide leg sweatshirts sweatshirts peach corduroy cold weather, fair skin, streetwear, business casual, hot weather, formal, skinny friendly"
"camo tailored cardigans cardigans sky blue corduroy hot weather, minimalist, luxury, patterned, layering, office wear, autumn","edgy luxury joggers & pants joggers & pants sky blue silk formal, luxury, hipster, checked, oversized, cottagecore, floral","elegant structured coats coats pastel pink linen hipster, urban, spring, business casual, festival, vintage, curvy friendly"
camouflage polos wool,"casual structured polos polos green denim neutral skin, oversized, curvy friendly, monochrome, old money, urban, preppy","casual camo cardigans cardigans striped silk preppy, comfy, tall friendly, fair skin, medium skin, travel friendly, oversized, business casual"
"preppy essential polos polos polka dot denim comfy, travel friendly, luxury, spring, y2k, medium skin, layering","edgy tailored polos polos peach jacquard winter, comfy, business casual, autumn, beach wear, hipster","slim fit functional joggers & pants joggers & pants brown velvet checked, beach wear, dark skin, eco-friendly, neutral skin"
"layered essential coats coats plaid leather cold weather, hipster, comfy, beach wear, minimalist, summer, eco-friendly, festival","functional comfy coats coats pastel pink polyester sporty, y2k, dark skin, curvy friendly, autumn","minimalist camo polos polos tie-dye corduroy office wear, business casual, monochrome, dark skin, floral"
"lightweight preppy polos polos beige linen eco-friendly, curvy friendly, hipster, dark skin, spring, monochrome, tall friendly, rainy weather","bold rustic polos polos mustard polyester travel friendly, old money, polka dot, layering, slim fit, floral, winter, comfy","elegant structured joggers & pants joggers & pants crimson bamboo cold weather, y2k, business casual, patterned, old money, floral, comfy, athleisure"
"lightweight preppy shorts shorts black polyester festival, party wear, eco-friendly, beach wear, medium skin, tall friendly, spring","tailored neutral sweatshirts sweatshirts black polyester dark skin, beach wear, travel friendly, polka dot, festival, skinny friendly, stripes, casual","chic bright sweatshirts sweatshirts mustard leather slim fit, cold weather, vintage, curvy friendly, comfy, athleisure"
"oversized structured beach wear beach wear tan silk minimalist, stripes, summer, skinny friendly, cold weather","chic preppy beach wear beach wear plaid corduroy urban, floral, dark skin, travel friendly, business casual, eco-friendly, party wear","rustic functional polos polos pastel green corduroy stripes, beach wear, fair skin, slim fit, curvy friendly"
"layered tailored beach wear beach wear white velvet curvy friendly, hipster, office wear, slim fit, cold weather, summer, party wear","slim fit classic beach wear beach wear checked corduroy comfy, eco-friendly, neutral skin, old money, winter, travel friendly","statement luxury track pants track pants pastel pink denim monochrome, summer, patterned, hot weather, beach wear, y2k, casual, curvy friendly"
"patterned structured sweatshirts sweatshirts blush silk spring, edgy, business casual, floral, skinny friendly, polka dot, layering, sporty","bold textured sweatshirts sweatshirts yellow linen petite friendly, layering, old money, dark skin, party wear","structured structured coats coats mint linen old money, tall friendly, casual, formal, minimalist"
"structured neutral coats coats grey wool athleisure, beach wear, festival, minimalist, formal, neutral skin, urban","urban smart coats coats coral denim floral, hot weather, comfy, y2k, summer, curvy friendly","oversized retro joggers & pants joggers & pants pink jacquard cold weather, urban, checked, spring, luxury, y2k"
"retro chic tanks tanks off-white wool hipster, slim fit, travel friendly, patterned, summer, layering","bold retro utility pants utility pants off-white denim beach wear, travel friendly, preppy, athleisure, hot weather","oversized bold tanks tanks black velvet comfy, formal, travel friendly, business casual, spring, summer"
"essential edgy coats coats striped rayon rainy weather, polka dot, comfy, neutral skin, minimalist, checked, patterned, hipster","smart elegant cardigans cardigans striped polyester casual, layering, fair skin, hot weather, party wear, edgy, spring","dynamic trendy track pants track pants pastel pink velvet business casual, edgy, travel friendly, vintage, luxury, floral, polka dot, patterned"
"tailored oversized oversize tee oversize tee chocolate jacquard sporty, old money, slim fit, preppy, cold weather, tall friendly, stripes","soft structured beach wear beach wear chocolate modal slim fit, old money, autumn, curvy friendly, edgy, skinny friendly","urban smart sweatshirts sweatshirts beige bamboo patterned, floral, checked, dark skin, sporty, fair skin"
"vintage heritage tanks tanks pastel green denim travel friendly, floral, medium skin, checked, sporty, autumn","casual dynamic tanks tanks camouflage denim business casual, dark skin, spring, luxury, old money, beach wear","patterned textured utility pants utility pants olive polyester travel friendly, rainy weather, beach wear, slim fit, comfy, streetwear, winter"
"essential heritage t-shirts t-shirts tie-dye cotton rainy weather, curvy friendly, comfy, autumn, sporty, skinny friendly, vintage, eco-friendly","bold classic chinos chinos tie-dye rayon slim fit, old money, spring, rainy weather, fair skin, summer, sporty, urban","structured modern denim jackets denim jackets camouflage leather hot weather, curvy friendly, layering, casual, dark skin"
checked polos corduroy,"casual structured polos polos green denim neutral skin, oversized, curvy friendly, monochrome, old money, urban, preppy","tailored comfy sweatshirts sweatshirts peach jacquard autumn, monochrome, floral, patterned, urban, hot weather"
"oversized retro joggers & pants joggers & pants pink jacquard cold weather, urban, checked, spring, luxury, y2k","retro trendy joggers & pants joggers & pants pastel pink leather layering, athleisure, floral, edgy, vintage","lightweight luxury denim jackets denim jackets green silk neutral skin, comfy, party wear, beach wear, y2k, petite friendly"
"edgy elegant shorts shorts black silk winter, checked, comfy, spring, polka dot","oversized rustic shorts shorts red fleece business casual, y2k, petite friendly, patterned, skinny friendly, cold weather","patterned vintage track pants track pants polka dot polyester oversized, vintage, floral, business casual, tall friendly"
"rustic soft chinos chinos off-white denim beach wear, minimalist, spring, eco-friendly, travel friendly, cold weather, polka dot, slim fit","vintage vintage cardigans cardigans off-white tencel party wear, fair skin, urban, slim fit, layering","structured soft denim jackets denim jackets crimson rayon winter, eco-friendly, monochrome, beach wear, y2k"
"preppy bright shorts shorts yellow velvet casual, slim fit, fair skin, medium skin, old money, sporty, business casual","slim fit luxury shorts shorts yellow corduroy rainy weather, summer, stripes, edgy, hipster, festival, hot weather, minimalist","soft lightweight beach wear beach wear peach polyester party wear, layering, minimalist, streetwear, urban, hipster"
"oversized luxury shorts shorts multi-color velvet athleisure, preppy, minimalist, vintage, hot weather","minimalist wide leg coats coats multi-color wool tall friendly, urban, luxury, athleisure, sporty, beach wear","dynamic luxury tanks tanks mustard bamboo casual, floral, medium skin, minimalist, hot weather, polka dot, sporty, stripes"
"relaxed neutral track pants track pants black denim patterned, medium skin, travel friendly, cold weather, autumn, spring, business casual, edgy","neutral luxury shorts shorts black polyester luxury, skinny friendly, hipster, rainy weather, winter, office wear","sporty oversized coats coats pink bamboo fair skin, stripes, old money, oversized, autumn, spring"
"structured oversized cardigans cardigans orange modal edgy, neutral skin, urban, winter, y2k, fair skin","camo elegant shorts shorts orange modal sporty, y2k, athleisure, curvy friendly, streetwear","preppy camo polos polos grey silk winter, fair skin, slim fit, layering, vintage, office wear, formal, travel friendly"
blush polos leather,"casual structured polos polos green denim neutral skin, oversized, curvy friendly, monochrome, old money, urban, preppy","preppy chic denim jackets denim jackets pink bamboo tall friendly, polka dot, cold weather, hot weather, vintage, monochrome, summer"
"functional minimalist kimono kimono orange fleece skinny friendly, summer, tall friendly, cottagecore, streetwear","camo edgy sweatshirts sweatshirts orange tencel luxury, urban, monochrome, old money, checked, oversized, dark skin, rainy weather","minimalist casual cardigans cardigans tan velvet office wear, luxury, athleisure, tall friendly, winter, medium skin, floral"
"smart heritage joggers & pants joggers & pants blush rayon tall friendly, rainy weather, stripes, skinny friendly, edgy, patterned, hipster, autumn","minimalist relaxed joggers & pants joggers & pants camouflage wool floral, spring, y2k, neutral skin, stripes, urban, cottagecore, formal","luxury lightweight hoodies & jackets hoodies & jackets brown corduroy travel friendly, petite friendly, cold weather, polka dot, checked, office wear, edgy"
"smart retro hoodies & jackets hoodies & jackets grey polyester hipster, summer, tall friendly, edgy, comfy, old money, winter, festival","structured dynamic hoodies & jackets hoodies & jackets peach jacquard summer, polka dot, minimalist, edgy, casual, eco-friendly, patterned","camo functional blazers blazers nude denim neutral skin, minimalist, urban, oversized, cold weather"
"camo tailored tanks tanks green denim floral, party wear, y2k, hot weather, oversized, neutral skin, petite friendly, layering","casual functional t-shirts t-shirts green polyester monochrome, preppy, stripes, polka dot, urban","wide leg luxury track pants track pants black linen festival, preppy, neutral skin, vintage, luxury, medium skin"
"trendy structured hoodies & jackets hoodies & jackets olive denim business casual, office wear, casual, festival, fair skin, minimalist","elegant minimalist cardigans cardigans olive silk luxury, party wear, winter, business casual, cottagecore, layering, curvy friendly","dynamic chic tanks tanks mustard rayon y2k, oversized, polka dot, checked, spring"
"trendy urban cardigans cardigans tan polyester checked, business casual, stripes, vintage, autumn","comfy heritage cardigans cardigans blush jacquard athleisure, winter, business casual, fair skin, old money, rainy weather","rustic oversized kimono kimono grey polyester travel friendly, casual, hot weather, monochrome, stripes, spring"
"preppy functional hoodies & jackets hoodies & jackets pastel pink silk curvy friendly, fair skin, comfy, party wear, luxury, slim fit, floral, medium skin","lightweight casual hoodies & jackets hoodies & jackets chocolate bamboo eco-friendly, party wear, y2k, petite friendly, slim fit, monochrome, layering, neutral skin","relaxed statement denim jackets denim jackets coral tencel travel friendly, business casual, streetwear, edgy, comfy, layering"
"statement retro beach wear beach wear polka dot corduroy hipster, patterned, y2k, travel friendly, streetwear, curvy friendly, formal, preppy","chic wide leg denim jackets denim jackets polka dot modal skinny friendly, cold weather, slim fit, old money, fair skin, travel friendly","modern patterned oversize tee oversize tee charcoal velvet hipster, y2k, polka dot, beach wear, edgy"
"oversized structured beach wear beach wear tan silk minimalist, stripes, summer, skinny friendly, cold weather","wide leg rustic tanks tanks tan velvet curvy friendly, dark skin, stripes, party wear, hipster","soft essential sweatshirts sweatshirts checked rayon polka dot, office wear, patterned, comfy, cottagecore"
"camo dynamic denim jackets denim jackets peach silk travel friendly, business casual, spring, hot weather, beach wear, preppy","structured modern denim jackets denim jackets camouflage leather hot weather, curvy friendly, layering, casual, dark skin","layered trendy shorts shorts pastel blue fleece party wear, casual, cold weather, cottagecore, luxury, stripes, floral, eco-friendly"
"essential sporty t-shirts t-shirts white fleece beach wear, oversized, slim fit, old money, fair skin","structured urban utility pants utility pants white jacquard formal, summer, curvy friendly, slim fit, sporty, festival, medium skin","statement comfy shorts shorts beige bamboo skinny friendly, medium skin, urban, business casual, spring, eco-friendly, curvy friendly"
"edgy preppy joggers & pants joggers & pants tie-dye bamboo travel friendly, streetwear, party wear, petite friendly, vintage, floral","bold rustic joggers & pants joggers & pants yellow bamboo old money, spring, luxury, summer, athleisure, medium skin","neutral modern shorts shorts mint wool patterned, eco-friendly, cottagecore, autumn, medium skin, cold weather, dark skin, vintage"
brown polos leather,"casual structured polos polos green denim neutral skin, oversized, curvy friendly, monochrome, old money, urban, preppy","smart minimalist oversize tee oversize tee crimson tencel stripes, dark skin, floral, old money, monochrome, skinny friendly, hot weather"
peach sweatshirts linen,"oversized relaxed sweatshirts sweatshirts multi-color jacquard streetwear, curvy friendly, fair skin, oversized, medium skin, athleisure, skinny friendly, floral","essential structured joggers & pants joggers & pants yellow denim floral, formal, rainy weather, athleisure, party wear, hot weather"
"dynamic tailored beach wear beach wear polka dot bamboo cottagecore, spring, vintage, y2k, sporty, luxury","camo patterned shorts shorts polka dot linen eco-friendly, formal, stripes, rainy weather, floral, spring","luxury camo tanks tanks grey tencel athleisure, cottagecore, y2k, monochrome, neutral skin, streetwear, floral, layering"
"rustic elegant t-shirts t-shirts olive tencel dark skin, cottagecore, neutral skin, checked, skinny friendly, medium skin","minimalist sporty tanks tanks olive fleece tall friendly, curvy friendly, beach wear, urban, preppy, winter, casual, slim fit","refined heritage beach wear beach wear peach silk floral, urban, vintage, streetwear, oversized, cold weather, checked, luxury"
"vintage neutral kimono kimono brown jacquard hipster, spring, skinny friendly, beach wear, hot weather, tall friendly, business casual","bright trendy blazers blazers brown fleece medium skin, old money, comfy, beach wear, y2k, skinny friendly","soft lightweight coats coats polka dot bamboo skinny friendly, patterned, urban, streetwear, minimalist"
"retro vintage joggers & pants joggers & pants off-white polyester edgy, cold weather, office wear, petite friendly, comfy, slim fit, autumn","vintage soft oversize tee oversize tee off-white tencel vintage, party wear, athleisure, y2k, medium skin","vintage statement cardigans cardigans navy tencel medium skin, slim fit, business casual, vintage, cold weather, old money, office wear, spring"
"layered vintage blazers blazers teal modal business casual, minimalist, patterned, luxury, summer, hot weather","layered trendy blazers blazers pink tencel formal, streetwear, preppy, summer, vintage, luxury, rainy weather","patterned relaxed t-shirts t-shirts nude linen dark skin, hipster, cold weather, neutral skin, party wear, layering"
"rustic smart denim jackets denim jackets chocolate corduroy beach wear, casual, business casual, floral, oversized, festival","elegant minimalist utility pants utility pants chocolate linen travel friendly, old money, luxury, athleisure, y2k, eco-friendly, layering, casual","neutral minimalist polos polos mint cotton spring, polka dot, formal, tall friendly, streetwear, floral"
"comfy relaxed kimono kimono teal corduroy layering, vintage, spring, oversized, comfy, formal, eco-friendly","relaxed relaxed sweatshirts sweatshirts teal fleece polka dot, y2k, autumn, urban, eco-friendly","patterned classic track pants track pants crimson modal medium skin, festival, office wear, casual, dark skin, hipster, polka dot"
"soft dynamic joggers & pants joggers & pants chocolate jacquard tall friendly, winter, rainy weather, formal, beach wear, preppy","refined luxury hoodies & jackets hoodies & jackets chocolate linen edgy, vintage, monochrome, casual, minimalist, comfy, luxury","bright wide leg oversize tee oversize tee pink jacquard business casual, y2k, medium skin, checked, slim fit"
"smart rustic hoodies & jackets hoodies & jackets maroon wool luxury, summer, slim fit, fair skin, dark skin, floral, old money","lightweight oversized joggers & pants joggers & pants maroon linen cottagecore, medium skin, tall friendly, floral, fair skin, beach wear, urban","statement essential coats coats grey jacquard minimalist, winter, urban, medium skin, comfy, stripes, athleisure"
"relaxed wide leg denim jackets denim jackets beige velvet sporty, curvy friendly, floral, eco-friendly, oversized, patterned","elegant luxury denim jackets denim jackets maroon jacquard office wear, casual, summer, slim fit, winter, luxury, patterned, hot weather","retro soft tanks tanks polka dot cotton summer, monochrome, oversized, comfy, minimalist, slim fit, tall friendly"
"bold minimalist sweatshirts sweatshirts pastel blue denim luxury, comfy, casual, oversized, old money, curvy friendly","heritage camo beach wear beach wear pastel blue cotton petite friendly, monochrome, casual, skinny friendly, business casual","bold structured denim jackets denim jackets crimson polyester patterned, party wear, slim fit, edgy, beach wear"
"statement casual utility pants utility pants blush denim party wear, medium skin, petite friendly, skinny friendly, beach wear, old money","patterned structured sweatshirts sweatshirts blush silk spring, edgy, business casual, floral, skinny friendly, polka dot, layering, sporty","trendy minimalist kimono kimono maroon rayon rainy weather, patterned, eco-friendly, festival, comfy, business casual, tall friendly"
charcoal shorts polyester,"textured structured shorts shorts grey rayon edgy, streetwear, urban, beach wear, fair skin, eco-friendly, summer","lightweight patterned denim jackets denim jackets nude jacquard winter, skinny friendly, curvy friendly, comfy, stripes, urban, vintage, sporty"
"functional edgy cardigans cardigans nude cotton party wear, cottagecore, winter, medium skin, luxury","casual camo cardigans cardigans striped silk preppy, comfy, tall friendly, fair skin, medium skin, travel friendly, oversized, business casual","smart lightweight beach wear beach wear checked modal petite friendly, comfy, hipster, office wear, slim fit, urban, cottagecore, hot weather"
"camo soft polos polos charcoal modal eco-friendly, travel friendly, luxury, casual, comfy, dark skin, old money","minimalist rustic hoodies & jackets hoodies & jackets charcoal jacquard y2k, cottagecore, skinny friendly, festival, edgy, petite friendly, hipster","relaxed refined oversize tee oversize tee peach leather summer, spring, office wear, winter, party wear, sporty, eco-friendly"
"structured oversized hoodies & jackets hoodies & jackets red denim floral, comfy, tall friendly, luxury, casual, oversized","urban bright kimono kimono red tencel office wear, hot weather, slim fit, medium skin, monochrome","functional wide leg sweatshirts sweatshirts pastel blue linen medium skin, patterned, petite friendly, urban, layering, cold weather, travel friendly, sporty"
"structured chic t-shirts t-shirts pastel blue tencel slim fit, summer, comfy, beach wear, travel friendly, tall friendly","tailored smart t-shirts t-shirts tan velvet winter, curvy friendly, dark skin, festival, floral, cold weather","smart dynamic coats coats tie-dye bamboo curvy friendly, cottagecore, neutral skin, edgy, preppy, office wear"
"structured sporty blazers blazers plaid modal festival, cottagecore, party wear, polka dot, comfy","oversized refined kimono kimono plaid fleece preppy, luxury, beach wear, fair skin, minimalist, autumn, casual","casual patterned sweatshirts sweatshirts camouflage linen minimalist, winter, sporty, rainy weather, preppy, floral, party wear, streetwear"
"dynamic essential oversize tee oversize tee striped denim tall friendly, monochrome, beach wear, neutral skin, sporty, layering, slim fit, comfy","rustic neutral coats coats striped linen business casual, curvy friendly, sporty, eco-friendly, hot weather, fair skin, winter, polka dot","bold soft utility pants utility pants crimson leather streetwear, eco-friendly, fair skin, vintage, tall friendly, spring"
"neutral refined t-shirts t-shirts teal wool cottagecore, polka dot, curvy friendly, floral, casual, preppy","elegant slim fit kimono kimono teal tencel edgy, streetwear, eco-friendly, cottagecore, beach wear","bright functional utility pants utility pants chocolate denim oversized, polka dot, hot weather, petite friendly, neutral skin, vintage, minimalist"
"lightweight oversized joggers & pants joggers & pants maroon linen cottagecore, medium skin, tall friendly, floral, fair skin, beach wear, urban","sporty functional joggers & pants joggers & pants pastel blue modal layering, dark skin, skinny friendly, old money, preppy, urban","dynamic vintage beach wear beach wear navy wool tall friendly, checked, monochrome, sporty, dark skin, athleisure, curvy friendly, patterned"
"tailored neutral sweatshirts sweatshirts black polyester dark skin, beach wear, travel friendly, polka dot, festival, skinny friendly, stripes, casual","retro smart cardigans cardigans black corduroy polka dot, edgy, old money, medium skin, curvy friendly, minimalist","layered urban hoodies & jackets hoodies & jackets blush wool autumn, cottagecore, checked, tall friendly, minimalist, sporty, spring, old money"
"trendy refined beach wear beach wear pastel green velvet urban, hipster, sporty, casual, petite friendly, travel friendly","vintage heritage tanks tanks pastel green denim travel friendly, floral, medium skin, checked, sporty, autumn","comfy retro utility pants utility pants tan cotton casual, layering, edgy, y2k, hot weather, business casual, summer"
