preference_id,user_id,preferred_categories,preferred_colors,preferred_fabrics,preferred_brands,preferred_styles,skin_tone,body_type,price_sensitivity,updated_ts
367.0,367.0,"HOODIES & JACKETS, SHORTS, TRACK PANTS","Pastel Blue, Tan, Chocolate","Cotton, Wool",Brand_8,"Casual, Y2K, Cottagecore",,Curvy Friendly,Medium,2025-11-19 14:56:19.319427
368.0,368.0,"COATS, TANKS, KIMONO","Tan, Pink, Red","Cotton, Jacquard",Brand_10,"Eco-friendly, Casual, Hipster",Fair Skin,Petite Friendly,Low,2025-11-19 14:56:19.319587
369.0,369.0,"CARDIGANS, POLOS, CHINOS","Pastel Green, Maroon, Navy","Polyester, Denim",Brand_7,"Vintage, Preppy, Party Wear",Medium Skin,Skinny Friendly,,
370.0,370.0,"TANKS, DENIM JACKETS, BLAZERS","Beige, Olive, Multi-color","Velvet, Linen",Brand_2,"Beach Wear, Luxury, Casual",Medium Skin,Curvy Friendly,High,
371.0,371.0,"HOODIES & JACKETS, JOGGERS & PANTS, SWEATSHIRTS","Teal, Polka Dot, Black","Velvet, Denim",Brand_9,"Eco-friendly, Y2K, Minimalist",Dark Skin,Skinny Friendly,High,
372.0,372.0,"SWEATSHIRTS, SHORTS, CARDIGANS","Navy, Teal, Crimson","Rayon, Fleece",Brand_2,"Office Wear, Vintage, Beach Wear",Medium Skin,Tall Friendly,Low,2025-11-19 14:56:19.320154
373.0,373.0,"HOODIES & JACKETS, JOGGERS & PANTS, UTILITY PANTS","Mint, Camouflage, White","Fleece, Velvet",Brand_15,"Hipster, Vintage, Preppy",Dark Skin,Petite Friendly,Medium,2025-11-19 14:56:19.320284
374.0,374.0,"KIMONO, SWEATSHIRTS, CARDIGANS","Checked, Pastel Pink, Polka Dot","Fleece, Silk",Brand_9,"Athleisure, Hipster, Eco-friendly",Fair Skin,Curvy Friendly,Low,2025-11-19 14:56:19.320408
375.0,375.0,"HOODIES & JACKETS, POLOS, TANKS","Beige, Chocolate, Multi-color","Velvet, Silk",Brand_19,"Hipster, Beach Wear, Preppy",Fair Skin,Tall Friendly,Low,2025-11-19 14:56:19.320531
376.0,376.0,,"Pastel Pink, Chocolate, Pastel Blue","Jacquard, Polyester",Brand_1,"Preppy, Luxury, Y2K",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.320660
377.0,377.0,"TANKS, UTILITY PANTS, JOGGERS & PANTS","Peach, Tie-dye, Pastel Pink","Cotton, Wool",Brand_10,"Cottagecore, Luxury, Streetwear",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.320782
378.0,378.0,"TRACK PANTS, OVERSIZE TEE, UTILITY PANTS","Navy, Charcoal, Pink","Silk, Modal",Brand_3,"Party Wear, Vintage, Hipster",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.320900
379.0,379.0,"JOGGERS & PANTS, COATS, TRACK PANTS","Camouflage, Green, Blue","Tencel, Modal",Brand_16,"Vintage, Casual, Cottagecore",Fair Skin,Skinny Friendly,Low,2025-11-19 14:56:19.321020
380.0,380.0,"TRACK PANTS, COATS, UTILITY PANTS","Black, Grey, Olive","Velvet, Polyester",Brand_14,"Athleisure, Luxury, Vintage",Neutral Skin,Skinny Friendly,High,2025-11-19 14:56:19.321151
381.0,381.0,"JOGGERS & PANTS, CHINOS, TANKS","Maroon, Sky Blue, Tie-dye","Velvet, Corduroy",Brand_17,"Party Wear, Preppy, Luxury",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.321271
382.0,,"CARDIGANS, JOGGERS & PANTS, OVERSIZE TEE","Red, Yellow, Striped","Corduroy, Cotton",Brand_5,"Vintage, Y2K, Streetwear",Medium Skin,Tall Friendly,Medium,2025-11-19 14:56:19.321395
,383.0,"UTILITY PANTS, T-SHIRTS, BEACH WEAR",,"Modal, Bamboo",Brand_9,"Office Wear, Y2K, Minimalist",Medium Skin,Petite Friendly,Low,2025-11-19 14:56:19.321516
384.0,384.0,"CHINOS, POLOS, SWEATSHIRTS","Charcoal, Olive, Tan","Fleece, Bamboo",Brand_6,"Eco-friendly, Vintage, Casual",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.321641
385.0,385.0,"JOGGERS & PANTS, POLOS, TANKS","Tie-dye, Pastel Blue, Sky Blue","Corduroy, Wool",Brand_4,"Office Wear, Athleisure, Streetwear",Neutral Skin,Petite Friendly,Medium,2025-11-19 14:56:19.321765
386.0,386.0,"BLAZERS, CARDIGANS, COATS","Crimson, Peach, Striped","Rayon, Velvet",Brand_7,"Office Wear, Athleisure, Luxury",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.321885
387.0,387.0,"COATS, OVERSIZE TEE, CHINOS","Olive, Maroon, Chocolate","Cotton, Tencel",Brand_2,,Medium Skin,Petite Friendly,High,2025-11-19 14:56:19.322005
388.0,388.0,"BLAZERS, BEACH WEAR, OVERSIZE TEE","Pastel Pink, Olive, Yellow","Rayon, Corduroy",Brand_10,"Eco-friendly, Vintage, Office Wear",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.322164
389.0,389.0,"SWEATSHIRTS, SHORTS, BLAZERS","Striped, Pastel Blue, Camouflage","Fleece, Cotton",Brand_4,"Casual, Y2K, Party Wear",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.322295
390.0,390.0,"SWEATSHIRTS, KIMONO, SHORTS","Off-white, Peach, Pastel Blue","Corduroy, Linen",Brand_16,"Formal, Luxury, Eco-friendly",Dark Skin,Petite Friendly,Medium,2025-11-19 14:56:19.322416
391.0,,"COATS, HOODIES & JACKETS, T-SHIRTS","Nude, Maroon, Peach","Corduroy, Modal",Brand_16,"Formal, Y2K, Casual",Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.322547
392.0,392.0,"CARDIGANS, POLOS, UTILITY PANTS","Yellow, Checked, Tie-dye","Polyester, Tencel",Brand_14,"Office Wear, Hipster, Luxury",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.322678
393.0,393.0,"SHORTS, HOODIES & JACKETS, JOGGERS & PANTS","Orange, Maroon, Checked","Wool, Tencel",Brand_9,"Preppy, Hipster, Luxury",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.322798
394.0,394.0,"CHINOS, SHORTS, TANKS","White, Beige, Coral","Silk, Modal",Brand_19,"Office Wear, Y2K, Hipster",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.322932
395.0,395.0,"DENIM JACKETS, CHINOS, T-SHIRTS","Pastel Pink, Striped, Camouflage","Polyester, Bamboo",Brand_2,"Y2K, Office Wear, Athleisure",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.323051
396.0,396.0,"DENIM JACKETS, CARDIGANS, BLAZERS","Tie-dye, Blue, Peach","Cotton, Denim",Brand_16,"Streetwear, Office Wear, Formal",Fair Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.323183
397.0,397.0,"SHORTS, TRACK PANTS, POLOS","Chocolate, Maroon, Orange",,Brand_6,"Athleisure, Cottagecore, Casual",Medium Skin,Curvy Friendly,Medium,
398.0,398.0,"SHORTS, KIMONO, OVERSIZE TEE","Plaid, Yellow, Pastel Pink","Jacquard, Rayon",Brand_9,"Vintage, Hipster, Minimalist",Medium Skin,Petite Friendly,Low,
399.0,399.0,"CARDIGANS, TANKS, KIMONO","Multi-color, Blush, Orange","Leather, Denim",Brand_17,"Streetwear, Luxury, Office Wear",Neutral Skin,Curvy Friendly,Low,2025-11-19 14:56:19.323538
400.0,400.0,"POLOS, KIMONO, CARDIGANS","Blush, Orange, Peach","Silk, Denim",Brand_15,"Party Wear, Streetwear, Hipster",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.323727
401.0,401.0,"KIMONO, SHORTS, BLAZERS","Green, Pastel Pink, Black","Corduroy, Wool",Brand_13,"Vintage, Cottagecore, Athleisure",Neutral Skin,Petite Friendly,High,2025-11-19 14:56:19.323856
402.0,,,"Camouflage, White, Brown","Velvet, Jacquard",Brand_12,"Preppy, Eco-friendly, Vintage",Dark Skin,Curvy Friendly,,2025-11-19 14:56:19.323977
403.0,403.0,"TANKS, CHINOS, TRACK PANTS","Yellow, Multi-color, Olive","Wool, Cotton",Brand_9,"Y2K, Beach Wear, Preppy",Fair Skin,Petite Friendly,Low,2025-11-19 14:56:19.324096
404.0,404.0,"UTILITY PANTS, TRACK PANTS, SWEATSHIRTS","Brown, Blush, Pastel Blue","Rayon, Leather",Brand_12,"Cottagecore, Office Wear, Minimalist",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.324233
405.0,405.0,"SWEATSHIRTS, TRACK PANTS, UTILITY PANTS","Maroon, Grey, Beige","Leather, Wool",Brand_14,"Hipster, Preppy, Luxury",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.324352
406.0,406.0,"JOGGERS & PANTS, T-SHIRTS, DENIM JACKETS","Off-white, Black, Blush","Velvet, Silk",Brand_4,"Beach Wear, Y2K, Formal",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.324472
407.0,407.0,"CARDIGANS, HOODIES & JACKETS, BEACH WEAR","Yellow, Tie-dye, Orange","Fleece, Denim",Brand_7,"Hipster, Office Wear, Minimalist",Dark Skin,Petite Friendly,Medium,2025-11-19 14:56:19.324589
408.0,408.0,"OVERSIZE TEE, UTILITY PANTS, HOODIES & JACKETS","Orange, Grey, Olive","Denim, Wool",Brand_12,"Hipster, Streetwear, Party Wear",Dark Skin,Tall Friendly,Low,2025-11-19 14:56:19.324716
409.0,409.0,,"Black, Beige, Tan","Bamboo, Polyester",Brand_4,"Formal, Hipster, Eco-friendly",Neutral Skin,Petite Friendly,High,2025-11-19 14:56:19.324835
410.0,410.0,"OVERSIZE TEE, CHINOS, COATS","Mint, Tan, White","Leather, Denim",Brand_14,"Preppy, Vintage, Cottagecore",Dark Skin,Tall Friendly,Low,2025-11-19 14:56:19.324952
411.0,411.0,"TANKS, BEACH WEAR, CARDIGANS","Pastel Blue, Camouflage, Charcoal","Wool, Corduroy",Brand_9,"Eco-friendly, Luxury, Y2K",Neutral Skin,Tall Friendly,Low,2025-11-19 14:56:19.325070
412.0,412.0,"UTILITY PANTS, TRACK PANTS, HOODIES & JACKETS","Plaid, Black, Checked","Rayon, Cotton",Brand_16,"Athleisure, Cottagecore, Luxury",Neutral Skin,Petite Friendly,Medium,2025-11-19 14:56:19.325200
413.0,413.0,"POLOS, BEACH WEAR, BLAZERS","Off-white, White, Grey","Bamboo, Wool",Brand_12,"Y2K, Formal, Cottagecore",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.325320
414.0,414.0,"DENIM JACKETS, T-SHIRTS, POLOS","Checked, Tie-dye, Camouflage","Polyester, Modal",Brand_12,,Medium Skin,Curvy Friendly,Low,2025-11-19 14:56:19.325446
415.0,415.0,"UTILITY PANTS, HOODIES & JACKETS, DENIM JACKETS","Charcoal, Plaid, Red","Cotton, Velvet",Brand_5,"Cottagecore, Eco-friendly, Minimalist",Fair Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.325567
416.0,416.0,"POLOS, OVERSIZE TEE, TRACK PANTS","Checked, Plaid, Sky Blue","Bamboo, Polyester",Brand_17,"Preppy, Y2K, Minimalist",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.325693
417.0,,"BEACH WEAR, SWEATSHIRTS, T-SHIRTS","Mint, Pastel Blue, Pastel Green","Linen, Leather",Brand_3,"Office Wear, Casual, Party Wear",Fair Skin,Skinny Friendly,High,2025-11-19 14:56:19.325812
418.0,418.0,"CHINOS, HOODIES & JACKETS, TRACK PANTS","Striped, Multi-color, Black","Fleece, Polyester",Brand_7,"Office Wear, Athleisure, Formal",Medium Skin,Tall Friendly,Low,2025-11-19 14:56:19.325932
419.0,419.0,"KIMONO, CHINOS, SWEATSHIRTS","Brown, Orange, Striped","Wool, Cotton",Brand_17,"Casual, Beach Wear, Streetwear",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.326050
420.0,,"POLOS, CARDIGANS, HOODIES & JACKETS","Nude, Blue, Beige","Corduroy, Linen",Brand_1,"Formal, Casual, Streetwear",Neutral Skin,Petite Friendly,Low,2025-11-19 14:56:19.326182
421.0,421.0,"BLAZERS, SHORTS, POLOS","Nude, Blush, Polka Dot","Jacquard, Polyester",Brand_4,"Office Wear, Hipster, Party Wear",Dark Skin,Petite Friendly,,2025-11-19 14:56:19.326300
422.0,422.0,,"White, Striped, Blush","Leather, Bamboo",Brand_13,"Y2K, Cottagecore, Hipster",Neutral Skin,Curvy Friendly,Low,2025-11-19 14:56:19.326419
423.0,423.0,"SHORTS, POLOS, CARDIGANS","Olive, Tie-dye, Charcoal","Linen, Tencel",Brand_5,"Athleisure, Minimalist, Luxury",Medium Skin,Skinny Friendly,Low,2025-11-19 14:56:19.326546
424.0,424.0,"BEACH WEAR, HOODIES & JACKETS, TRACK PANTS","Mint, Pastel Pink, Sky Blue","Polyester, Tencel",Brand_18,"Party Wear, Vintage, Office Wear",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.326671
425.0,425.0,"OVERSIZE TEE, SHORTS, JOGGERS & PANTS","Navy, Nude, Tan","Bamboo, Modal",Brand_18,"Minimalist, Athleisure, Luxury",Fair Skin,Tall Friendly,Low,2025-11-19 14:56:19.326794
426.0,426.0,"OVERSIZE TEE, BLAZERS, UTILITY PANTS","Mint, Sky Blue, Blue","Jacquard, Fleece",Brand_14,"Eco-friendly, Preppy, Casual",Medium Skin,Skinny Friendly,,2025-11-19 14:56:19.326914
427.0,427.0,"T-SHIRTS, BLAZERS, CHINOS",,"Corduroy, Velvet",Brand_15,"Y2K, Vintage, Streetwear",Fair Skin,Petite Friendly,Low,2025-11-19 14:56:19.327032
428.0,428.0,"BEACH WEAR, POLOS, TRACK PANTS","Striped, Yellow, Black","Corduroy, Polyester",Brand_10,"Formal, Office Wear, Streetwear",Dark Skin,,High,2025-11-19 14:56:19.327164
429.0,,"BLAZERS, POLOS, HOODIES & JACKETS",,"Corduroy, Bamboo",Brand_13,"Casual, Hipster, Y2K",Medium Skin,Skinny Friendly,Medium,
430.0,430.0,"UTILITY PANTS, JOGGERS & PANTS, TANKS","Polka Dot, Pastel Green, Tan","Wool, Denim",Brand_12,,Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.327420
431.0,431.0,"HOODIES & JACKETS, SHORTS, JOGGERS & PANTS","Beige, White, Charcoal","Wool, Corduroy",Brand_16,"Y2K, Minimalist, Beach Wear",Fair Skin,Curvy Friendly,Low,2025-11-19 14:56:19.327540
,432.0,"BEACH WEAR, SWEATSHIRTS, OVERSIZE TEE","Pastel Green, Olive, Sky Blue","Leather, Silk",Brand_19,"Preppy, Formal, Hipster",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.327667
433.0,433.0,"TRACK PANTS, TANKS, CARDIGANS","Camouflage, Pastel Pink, Sky Blue","Corduroy, Jacquard",Brand_9,"Hipster, Y2K, Cottagecore",Neutral Skin,Skinny Friendly,High,2025-11-19 14:56:19.327793
434.0,434.0,"CARDIGANS, UTILITY PANTS, T-SHIRTS","Blush, Tie-dye, Charcoal","Linen, Leather",Brand_11,"Eco-friendly, Athleisure, Streetwear",Fair Skin,Tall Friendly,Low,2025-11-19 14:56:19.327913
435.0,435.0,"SHORTS, KIMONO, TANKS","Yellow, Green, Nude","Denim, Silk",Brand_13,"Cottagecore, Casual, Eco-friendly",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.328033
436.0,436.0,"HOODIES & JACKETS, JOGGERS & PANTS, TANKS","Teal, Peach, Orange","Cotton, Jacquard",Brand_3,"Preppy, Y2K, Casual",Medium Skin,Curvy Friendly,Low,2025-11-19 14:56:19.328164
437.0,437.0,"BEACH WEAR, POLOS, HOODIES & JACKETS","Green, Tan, Maroon","Leather, Tencel",Brand_14,"Casual, Preppy, Party Wear",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.328283
438.0,438.0,"COATS, CHINOS, BEACH WEAR","Red, Pastel Blue, Striped","Corduroy, Velvet",Brand_12,"Eco-friendly, Formal, Beach Wear",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.328405
439.0,,"HOODIES & JACKETS, SWEATSHIRTS, KIMONO","Grey, Pastel Pink, Camouflage","Velvet, Wool",Brand_3,"Y2K, Cottagecore, Athleisure",Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.328524
440.0,440.0,"POLOS, CARDIGANS, BEACH WEAR","Striped, Pastel Pink, Coral","Denim, Silk",Brand_16,"Cottagecore, Vintage, Casual",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.328648
441.0,441.0,"JOGGERS & PANTS, BEACH WEAR, SHORTS","Tan, Peach, Pastel Green","Cotton, Linen",Brand_8,"Preppy, Athleisure, Formal",Medium Skin,Tall Friendly,Low,2025-11-19 14:56:19.328767
442.0,442.0,"SWEATSHIRTS, BEACH WEAR, OVERSIZE TEE","Checked, Off-white, Red","Modal, Velvet",Brand_18,"Party Wear, Minimalist, Casual",Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.328885
443.0,443.0,"DENIM JACKETS, POLOS, UTILITY PANTS","Checked, Beige, Tie-dye","Denim, Jacquard",Brand_6,"Beach Wear, Casual, Streetwear",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.329005
444.0,444.0,"POLOS, HOODIES & JACKETS, T-SHIRTS","Blush, Teal, Chocolate","Jacquard, Corduroy",Brand_19,"Streetwear, Preppy, Luxury",Medium Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.329146
445.0,445.0,"HOODIES & JACKETS, TRACK PANTS, UTILITY PANTS","Pastel Pink, Polka Dot, Crimson","Wool, Denim",Brand_14,"Beach Wear, Party Wear, Casual",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.329291
446.0,446.0,"OVERSIZE TEE, BLAZERS, TANKS","Teal, Polka Dot, Tie-dye","Wool, Polyester",Brand_12,"Luxury, Party Wear, Vintage",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.329429
447.0,447.0,"HOODIES & JACKETS, CHINOS, SWEATSHIRTS","Black, Beige, Plaid","Leather, Polyester",Brand_14,"Formal, Eco-friendly, Party Wear",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.329583
448.0,448.0,"SHORTS, CARDIGANS, BLAZERS","Chocolate, Teal, Pastel Green","Linen, Tencel",Brand_19,"Party Wear, Athleisure, Hipster",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.329752
449.0,449.0,"TRACK PANTS, T-SHIRTS, CHINOS","Crimson, Multi-color, Beige","Velvet, Modal",Brand_4,"Preppy, Vintage, Casual",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.329876
450.0,450.0,"KIMONO, COATS, HOODIES & JACKETS","Blue, Tie-dye, Pastel Pink","Leather, Wool",Brand_3,"Office Wear, Formal, Minimalist",Dark Skin,Skinny Friendly,High,2025-11-19 14:56:19.329995
451.0,451.0,"CARDIGANS, COATS, BLAZERS","Checked, Plaid, Blush","Jacquard, Polyester",Brand_3,"Hipster, Eco-friendly, Vintage",Fair Skin,Tall Friendly,Low,2025-11-19 14:56:19.330113
452.0,452.0,"JOGGERS & PANTS, CARDIGANS, BEACH WEAR","Pastel Green, Green, Maroon","Jacquard, Silk",Brand_7,"Casual, Y2K, Athleisure",Neutral Skin,Petite Friendly,Medium,2025-11-19 14:56:19.330250
453.0,453.0,"TANKS, COATS, UTILITY PANTS","Peach, Pastel Pink, Multi-color","Modal, Rayon",Brand_7,"Cottagecore, Casual, Preppy",Fair Skin,Curvy Friendly,Medium,
454.0,454.0,"CARDIGANS, BEACH WEAR, CHINOS","Peach, Chocolate, Red",,Brand_1,"Minimalist, Athleisure, Luxury",Dark Skin,Petite Friendly,High,2025-11-19 14:56:19.330495
455.0,455.0,"DENIM JACKETS, TRACK PANTS, COATS","Tie-dye, Mint, Pink",,Brand_4,"Casual, Vintage, Hipster",Neutral Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.330615
456.0,456.0,"OVERSIZE TEE, SHORTS, SWEATSHIRTS","Peach, Coral, Pastel Pink","Tencel, Fleece",Brand_2,"Party Wear, Casual, Cottagecore",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.330747
457.0,457.0,"BLAZERS, OVERSIZE TEE, SWEATSHIRTS","Tie-dye, Coral, Crimson","Velvet, Corduroy",Brand_9,"Beach Wear, Y2K, Preppy",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.330867
458.0,458.0,"OVERSIZE TEE, TANKS, JOGGERS & PANTS","Maroon, Crimson, Chocolate","Wool, Bamboo",Brand_13,"Office Wear, Streetwear, Athleisure",,Petite Friendly,Low,2025-11-19 14:56:19.330988
459.0,459.0,"POLOS, BLAZERS, COATS","Blue, Plaid, Sky Blue","Tencel, Rayon",Brand_11,"Streetwear, Eco-friendly, Luxury",Neutral Skin,Curvy Friendly,Low,2025-11-19 14:56:19.331146
460.0,460.0,"SWEATSHIRTS, T-SHIRTS, BEACH WEAR","Blue, Blush, Pastel Blue","Silk, Leather",Brand_14,"Minimalist, Cottagecore, Y2K",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.331268
461.0,,"SWEATSHIRTS, CARDIGANS, POLOS","Blush, Olive, Sky Blue","Jacquard, Cotton",Brand_9,"Office Wear, Casual, Cottagecore",Medium Skin,Petite Friendly,High,2025-11-19 14:56:19.331390
462.0,462.0,"KIMONO, HOODIES & JACKETS, TANKS","Yellow, Mustard, Striped","Velvet, Polyester",Brand_9,"Minimalist, Streetwear, Hipster",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.331509
463.0,463.0,"UTILITY PANTS, TANKS, DENIM JACKETS","Green, Beige, Red","Silk, Bamboo",Brand_14,"Office Wear, Formal, Luxury",Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.331633
464.0,464.0,"TRACK PANTS, BEACH WEAR, UTILITY PANTS","Black, Pastel Pink, Peach","Velvet, Silk",Brand_17,"Office Wear, Luxury, Casual",Fair Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.331756
465.0,,"OVERSIZE TEE, SWEATSHIRTS, BLAZERS","Off-white, Mustard, Nude","Denim, Tencel",Brand_16,"Formal, Preppy, Athleisure",Medium Skin,Skinny Friendly,High,2025-11-19 14:56:19.331876
,466.0,"SHORTS, CARDIGANS, CHINOS","Sky Blue, Pastel Green, Orange","Bamboo, Silk",Brand_8,"Minimalist, Beach Wear, Y2K",Neutral Skin,Tall Friendly,Medium,2025-11-19 14:56:19.331994
467.0,467.0,"BEACH WEAR, KIMONO, OVERSIZE TEE","Blue, Green, Pastel Green","Velvet, Wool",Brand_16,"Office Wear, Luxury, Formal",Dark Skin,Petite Friendly,High,2025-11-19 14:56:19.332112
468.0,,"T-SHIRTS, SHORTS, UTILITY PANTS","Sky Blue, Polka Dot, Striped","Fleece, Cotton",Brand_17,"Party Wear, Casual, Cottagecore",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.332251
469.0,469.0,"OVERSIZE TEE, HOODIES & JACKETS, T-SHIRTS","Tan, Brown, Nude","Linen, Leather",Brand_17,"Minimalist, Beach Wear, Party Wear",Medium Skin,Petite Friendly,Low,2025-11-19 14:56:19.332473
470.0,470.0,"T-SHIRTS, POLOS, SHORTS","White, Mint, Grey","Silk, Denim",Brand_9,"Casual, Preppy, Eco-friendly",Dark Skin,Petite Friendly,Low,2025-11-19 14:56:19.332594
471.0,471.0,"KIMONO, HOODIES & JACKETS, TRACK PANTS","Black, Charcoal, Pastel Pink","Bamboo, Fleece",Brand_6,"Casual, Streetwear, Luxury",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.332728
472.0,472.0,"OVERSIZE TEE, COATS, CHINOS","Navy, Beige, Mustard","Fleece, Leather",Brand_9,"Party Wear, Luxury, Office Wear",Dark Skin,Skinny Friendly,High,2025-11-19 14:56:19.332848
473.0,473.0,"KIMONO, SWEATSHIRTS, POLOS","Pastel Blue, Charcoal, Tan","Denim, Cotton",Brand_5,"Casual, Athleisure, Preppy",Fair Skin,Curvy Friendly,Low,2025-11-19 14:56:19.332967
474.0,474.0,"OVERSIZE TEE, BLAZERS, TRACK PANTS","Blush, Plaid, Tan","Jacquard, Polyester",Brand_3,"Casual, Streetwear, Cottagecore",Neutral Skin,Curvy Friendly,Low,2025-11-19 14:56:19.333085
475.0,475.0,"SHORTS, HOODIES & JACKETS, TANKS","Checked, Beige, Polka Dot","Denim, Fleece",Brand_5,"Y2K, Athleisure, Vintage",Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.333219
476.0,,"JOGGERS & PANTS, BEACH WEAR, SWEATSHIRTS","Charcoal, Mustard, Green","Denim, Tencel",,"Luxury, Beach Wear, Party Wear",Dark Skin,Petite Friendly,Medium,2025-11-19 14:56:19.333353
477.0,477.0,"T-SHIRTS, COATS, CARDIGANS","Chocolate, Pastel Pink, Navy","Cotton, Velvet",Brand_16,"Office Wear, Eco-friendly, Hipster",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.333477
,478.0,"BLAZERS, BEACH WEAR, COATS","Pastel Pink, Beige, Blush","Leather, Rayon",Brand_2,"Eco-friendly, Cottagecore, Minimalist",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.333595
479.0,479.0,"CHINOS, SHORTS, DENIM JACKETS","Pastel Green, Grey, Coral","Silk, Tencel",Brand_14,"Preppy, Athleisure, Office Wear",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.333723
480.0,480.0,"KIMONO, SWEATSHIRTS, CHINOS","Black, Maroon, Blush","Rayon, Denim",Brand_15,"Preppy, Cottagecore, Casual",Neutral Skin,Curvy Friendly,High,
481.0,481.0,"BEACH WEAR, T-SHIRTS, TRACK PANTS","Crimson, Plaid, Grey","Denim, Cotton",Brand_17,"Party Wear, Eco-friendly, Streetwear",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.333962
482.0,482.0,"SWEATSHIRTS, CARDIGANS, KIMONO","Nude, Pink, Mustard","Fleece, Linen",Brand_19,"Beach Wear, Preppy, Cottagecore",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.334082
483.0,483.0,"SHORTS, TANKS, SWEATSHIRTS","Mint, Orange, Pastel Pink","Jacquard, Rayon",Brand_16,"Casual, Luxury, Minimalist",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.334216
484.0,484.0,,"Mustard, Red, Chocolate","Bamboo, Velvet",Brand_18,"Streetwear, Eco-friendly, Casual",Neutral Skin,Petite Friendly,Low,2025-11-19 14:56:19.334335
485.0,485.0,"CHINOS, T-SHIRTS, BEACH WEAR","Polka Dot, Camouflage, Pastel Green","Rayon, Silk",Brand_15,"Beach Wear, Minimalist, Party Wear",Medium Skin,Petite Friendly,Low,2025-11-19 14:56:19.334452
486.0,,"COATS, CHINOS, POLOS","Coral, Teal, Plaid","Fleece, Bamboo",Brand_18,"Vintage, Preppy, Office Wear",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.334570
487.0,487.0,"T-SHIRTS, SWEATSHIRTS, CARDIGANS","Pastel Blue, Charcoal, Maroon","Silk, Leather",Brand_2,"Hipster, Formal, Office Wear",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.334697
488.0,488.0,"BLAZERS, UTILITY PANTS, CHINOS","Plaid, Pastel Pink, Olive","Linen, Corduroy",Brand_2,"Minimalist, Preppy, Y2K",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.334817
489.0,489.0,"CARDIGANS, JOGGERS & PANTS, OVERSIZE TEE","Blue, Beige, Tan","Modal, Silk",Brand_15,"Y2K, Casual, Formal",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.334942
