preference_id,user_id,preferred_categories,preferred_colors,preferred_fabrics,preferred_brands,preferred_styles,skin_tone,body_type,price_sensitivity,updated_ts,_ingestion_ts,_source_file,_ingestion_date
278.0,278.0,"DENIM JACKETS, POLOS, CHINOS","Blue, Pastel Green, Pastel Blue","Wool, Polyester",Brand_4,"Party Wear, Preppy, Formal",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.308203,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
279.0,279.0,"SWEATSHIRTS, CARDIGANS, OVERSIZE TEE","Mustard, Blush, Coral","Bamboo, Silk",Brand_7,"Luxury, Vintage, Formal",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.308325,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
280.0,280.0,"SWEATSHIRTS, COATS, TANKS","Black, Nude, Chocolate","Modal, Wool",Brand_6,"Party Wear, Y2K, Minimalist",Dark Skin,Curvy Friendly,High,2025-11-19 14:56:19.308451,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
281.0,281.0,"KIMONO, T-SHIRTS, TRACK PANTS","White, Camouflage, Tan","Corduroy, Denim",Brand_8,"Casual, Streetwear, Eco-friendly",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.308571,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
282.0,282.0,"BLAZERS, CHINOS, TRACK PANTS","Striped, Chocolate, Orange","Bamboo, Modal",Brand_2,"Minimalist, Formal, Eco-friendly",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.308712,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
283.0,283.0,"OVERSIZE TEE, SHORTS, JOGGERS & PANTS","Mint, Camouflage, Tan","Bamboo, Jacquard",Brand_4,"Preppy, Hipster, Minimalist",Medium Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.308835,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
284.0,284.0,"OVERSIZE TEE, UTILITY PANTS, TRACK PANTS","Maroon, Blue, Yellow","Polyester, Leather",Brand_2,"Cottagecore, Minimalist, Eco-friendly",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.308955,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
285.0,285.0,"TRACK PANTS, COATS, T-SHIRTS","Mustard, Plaid, Beige","Velvet, Denim",Brand_13,"Casual, Minimalist, Preppy",Fair Skin,Petite Friendly,Low,2025-11-19 14:56:19.309075,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
286.0,286.0,"DENIM JACKETS, CHINOS, UTILITY PANTS","Off-white, Navy, Olive","Rayon, Corduroy",Brand_16,"Office Wear, Vintage, Casual",Fair Skin,Skinny Friendly,Low,2025-11-19 14:56:19.309208,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
287.0,287.0,"BEACH WEAR, TRACK PANTS, TANKS","Blue, Pink, Maroon","Modal, Fleece",Brand_10,"Office Wear, Formal, Luxury",Medium Skin,Skinny Friendly,Low,2025-11-19 14:56:19.309331,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
288.0,288.0,"BLAZERS, CHINOS, JOGGERS & PANTS","Chocolate, Mint, Yellow","Denim, Polyester",Brand_1,"Y2K, Athleisure, Streetwear",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.309456,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
289.0,289.0,"COATS, CHINOS, TRACK PANTS","Grey, Blue, Charcoal","Wool, Tencel",Brand_15,"Casual, Luxury, Party Wear",Fair Skin,Petite Friendly,High,2025-11-19 14:56:19.309580,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
290.0,290.0,"DENIM JACKETS, BLAZERS, T-SHIRTS","Pink, Mint, Grey","Leather, Velvet",Brand_9,"Casual, Streetwear, Luxury",Medium Skin,Tall Friendly,Medium,2025-11-19 14:56:19.309709,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
291.0,291.0,"POLOS, CHINOS, BLAZERS","Camouflage, Orange, Tan","Bamboo, Tencel",Brand_17,"Party Wear, Y2K, Cottagecore",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.309833,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
,292.0,"BLAZERS, POLOS, TRACK PANTS","Mint, Peach, Nude","Linen, Polyester",Brand_3,"Streetwear, Formal, Preppy",Dark Skin,Petite Friendly,,2025-11-19 14:56:19.309952,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
293.0,293.0,"CHINOS, SHORTS, TANKS","Blue, Grey, Striped","Modal, Polyester",Brand_17,"Vintage, Formal, Casual",Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.310071,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
294.0,294.0,"BEACH WEAR, TANKS, KIMONO","Black, Navy, Peach","Jacquard, Cotton",Brand_12,"Formal, Hipster, Athleisure",Medium Skin,Tall Friendly,Low,2025-11-19 14:56:19.310204,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
295.0,295.0,"OVERSIZE TEE, HOODIES & JACKETS, BEACH WEAR","Green, Nude, Off-white","Leather, Linen",Brand_2,"Athleisure, Office Wear, Party Wear",Neutral Skin,,High,2025-11-19 14:56:19.310325,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
296.0,296.0,"JOGGERS & PANTS, T-SHIRTS, CHINOS","Green, Maroon, Olive","Velvet, Cotton",Brand_16,"Cottagecore, Minimalist, Beach Wear",Dark Skin,Curvy Friendly,High,2025-11-19 14:56:19.310454,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
297.0,297.0,"UTILITY PANTS, POLOS, SWEATSHIRTS","Navy, Olive, Grey","Corduroy, Wool",Brand_3,,Medium Skin,Petite Friendly,High,2025-11-19 14:56:19.310575,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
298.0,298.0,"TRACK PANTS, T-SHIRTS, SHORTS","Blue, Chocolate, Beige","Corduroy, Silk",Brand_7,"Beach Wear, Formal, Party Wear",Neutral Skin,Tall Friendly,Medium,2025-11-19 14:56:19.310710,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
299.0,299.0,"CARDIGANS, OVERSIZE TEE, UTILITY PANTS","Orange, Coral, Green","Silk, Rayon",Brand_11,"Vintage, Office Wear, Hipster",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.310831,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
300.0,300.0,"CHINOS, SWEATSHIRTS, SHORTS","White, Multi-color, Pastel Green","Bamboo, Velvet",Brand_7,"Office Wear, Preppy, Minimalist",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.310958,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
301.0,301.0,"CARDIGANS, CHINOS, BLAZERS","Tie-dye, Teal, Plaid","Cotton, Bamboo",Brand_12,"Hipster, Y2K, Preppy",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.311084,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
302.0,302.0,"JOGGERS & PANTS, CHINOS, CARDIGANS","White, Chocolate, Blush","Leather, Fleece",Brand_18,"Party Wear, Cottagecore, Y2K",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.311227,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
303.0,303.0,"OVERSIZE TEE, HOODIES & JACKETS, BEACH WEAR","Charcoal, Camouflage, Mustard","Denim, Cotton",Brand_16,"Minimalist, Y2K, Streetwear",Dark Skin,Petite Friendly,Low,2025-11-19 14:56:19.311351,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
304.0,304.0,"HOODIES & JACKETS, TANKS, JOGGERS & PANTS","Multi-color, Pastel Blue, Maroon","Velvet, Wool",Brand_18,"Preppy, Y2K, Beach Wear",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.311473,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
305.0,305.0,"TANKS, SWEATSHIRTS, SHORTS","Tie-dye, Beige, Mustard","Corduroy, Leather",Brand_16,"Eco-friendly, Luxury, Office Wear",Medium Skin,Tall Friendly,Medium,2025-11-19 14:56:19.311596,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
306.0,306.0,"SWEATSHIRTS, JOGGERS & PANTS, BLAZERS","Striped, Plaid, Red","Silk, Fleece",Brand_3,"Casual, Beach Wear, Y2K",Medium Skin,Tall Friendly,Low,2025-11-19 14:56:19.311723,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
307.0,307.0,,"Orange, Multi-color, Yellow","Denim, Fleece",Brand_1,"Beach Wear, Cottagecore, Vintage",Fair Skin,Skinny Friendly,High,2025-11-19 14:56:19.311847,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
,308.0,"SHORTS, T-SHIRTS, OVERSIZE TEE","Green, Orange, Teal","Jacquard, Leather",Brand_15,"Hipster, Cottagecore, Streetwear",Neutral Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.311987,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
309.0,309.0,"COATS, T-SHIRTS, UTILITY PANTS","Red, Pink, Pastel Green","Fleece, Silk",Brand_19,"Luxury, Casual, Streetwear",Dark Skin,Tall Friendly,Low,2025-11-19 14:56:19.312143,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
310.0,310.0,"TANKS, HOODIES & JACKETS, BEACH WEAR","Olive, Camouflage, Yellow","Silk, Polyester",Brand_18,"Beach Wear, Eco-friendly, Party Wear",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.312288,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
311.0,311.0,"TRACK PANTS, HOODIES & JACKETS, BEACH WEAR","Blush, White, Black","Silk, Tencel",Brand_2,"Vintage, Hipster, Minimalist",Dark Skin,Curvy Friendly,Low,2025-11-19 14:56:19.312414,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
312.0,312.0,"DENIM JACKETS, UTILITY PANTS, T-SHIRTS","Off-white, Grey, Nude","Rayon, Fleece",Brand_4,"Office Wear, Luxury, Casual",Dark Skin,Curvy Friendly,High,2025-11-19 14:56:19.312534,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
313.0,313.0,"BLAZERS, UTILITY PANTS, DENIM JACKETS","Teal, White, Polka Dot","Fleece, Cotton",Brand_9,"Vintage, Preppy, Beach Wear",Dark Skin,Tall Friendly,Low,2025-11-19 14:56:19.312662,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
314.0,314.0,"DENIM JACKETS, BEACH WEAR, CHINOS","White, Tan, Mustard","Jacquard, Cotton",Brand_16,"Party Wear, Athleisure, Streetwear",,Tall Friendly,Low,2025-11-19 14:56:19.312782,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
315.0,315.0,"SHORTS, JOGGERS & PANTS, HOODIES & JACKETS","Grey, Teal, Beige","Tencel, Leather",Brand_9,"Cottagecore, Casual, Athleisure",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.312902,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
316.0,316.0,"HOODIES & JACKETS, OVERSIZE TEE, TRACK PANTS","Yellow, Tan, Coral","Fleece, Rayon",Brand_9,"Luxury, Party Wear, Vintage",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.313026,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
317.0,317.0,"HOODIES & JACKETS, SWEATSHIRTS, TRACK PANTS","Checked, Striped, Teal","Modal, Jacquard",Brand_3,"Athleisure, Hipster, Casual",Medium Skin,Petite Friendly,High,2025-11-19 14:56:19.313170,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
318.0,318.0,"UTILITY PANTS, OVERSIZE TEE, TANKS","Blush, Crimson, Brown","Bamboo, Leather",Brand_3,"Y2K, Hipster, Streetwear",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.313296,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
319.0,319.0,"OVERSIZE TEE, SHORTS, BLAZERS","Maroon, Black, Off-white","Denim, Silk",Brand_11,"Luxury, Formal, Party Wear",Dark Skin,Skinny Friendly,High,2025-11-19 14:56:19.313415,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
320.0,320.0,"COATS, KIMONO, UTILITY PANTS","Camouflage, Yellow, Polka Dot","Linen, Rayon",Brand_16,"Vintage, Eco-friendly, Party Wear",Neutral Skin,Petite Friendly,High,2025-11-19 14:56:19.313532,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
321.0,321.0,"T-SHIRTS, JOGGERS & PANTS, TANKS","Mustard, Multi-color, Striped","Wool, Modal",Brand_6,"Eco-friendly, Vintage, Minimalist",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.313662,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
322.0,322.0,"BLAZERS, JOGGERS & PANTS, T-SHIRTS","Pastel Green, Navy, Off-white","Rayon, Polyester",Brand_13,"Casual, Beach Wear, Preppy",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.313781,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
323.0,323.0,"SWEATSHIRTS, OVERSIZE TEE, KIMONO","Teal, White, Brown","Bamboo, Denim",Brand_13,"Luxury, Eco-friendly, Y2K",Fair Skin,Curvy Friendly,Low,2025-11-19 14:56:19.313899,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
,324.0,"POLOS, SWEATSHIRTS, TANKS","Pastel Blue, Grey, Green","Velvet, Cotton",Brand_7,"Party Wear, Eco-friendly, Formal",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.314017,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
325.0,325.0,"JOGGERS & PANTS, BLAZERS, TRACK PANTS",,"Cotton, Fleece",Brand_13,"Office Wear, Streetwear, Eco-friendly",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.314147,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
326.0,326.0,"UTILITY PANTS, DENIM JACKETS, POLOS","Black, Brown, Crimson","Velvet, Linen",Brand_16,"Luxury, Casual, Preppy",Medium Skin,Tall Friendly,High,2025-11-19 14:56:19.314268,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
327.0,327.0,"TANKS, DENIM JACKETS, SHORTS","Blue, Tie-dye, Charcoal","Jacquard, Tencel",Brand_17,"Minimalist, Casual, Office Wear",Medium Skin,Skinny Friendly,High,,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
328.0,328.0,"TRACK PANTS, BLAZERS, COATS","Grey, Off-white, Mustard","Modal, Silk",Brand_9,"Vintage, Eco-friendly, Office Wear",Medium Skin,Skinny Friendly,Low,2025-11-19 14:56:19.314517,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
329.0,329.0,"DENIM JACKETS, KIMONO, TRACK PANTS","Brown, Mint, Coral","Tencel, Cotton",Brand_15,"Office Wear, Eco-friendly, Hipster",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.314644,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
330.0,330.0,"TANKS, JOGGERS & PANTS, CARDIGANS","Pastel Blue, Tan, Yellow","Wool, Cotton",Brand_15,"Luxury, Vintage, Casual",,Petite Friendly,High,2025-11-19 14:56:19.314769,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
331.0,331.0,"OVERSIZE TEE, COATS, DENIM JACKETS","Plaid, Mustard, Beige","Fleece, Rayon",Brand_17,"Cottagecore, Streetwear, Minimalist",Neutral Skin,Tall Friendly,Medium,2025-11-19 14:56:19.314889,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
332.0,332.0,"JOGGERS & PANTS, T-SHIRTS, UTILITY PANTS","Peach, Nude, Green","Linen, Leather",Brand_7,,Dark Skin,Petite Friendly,High,2025-11-19 14:56:19.315008,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
333.0,333.0,"SWEATSHIRTS, DENIM JACKETS, T-SHIRTS","Sky Blue, Blue, Mint","Rayon, Wool",Brand_13,"Minimalist, Y2K, Formal",Medium Skin,Petite Friendly,Medium,2025-11-19 14:56:19.315139,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
334.0,334.0,"UTILITY PANTS, TRACK PANTS, CHINOS","Off-white, Pastel Pink, Pastel Green","Linen, Fleece",Brand_4,"Party Wear, Hipster, Y2K",Neutral Skin,Curvy Friendly,High,2025-11-19 14:56:19.315260,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
335.0,335.0,"T-SHIRTS, BLAZERS, HOODIES & JACKETS","Green, Navy, Blue","Cotton, Leather",Brand_10,"Beach Wear, Hipster, Athleisure",Dark Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.315378,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
336.0,336.0,"TANKS, BEACH WEAR, UTILITY PANTS","Orange, Checked, Maroon","Wool, Corduroy",Brand_6,"Y2K, Athleisure, Hipster",Neutral Skin,Petite Friendly,High,2025-11-19 14:56:19.315502,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
337.0,337.0,"SWEATSHIRTS, UTILITY PANTS, CARDIGANS","Camouflage, Navy, Sky Blue","Velvet, Denim",Brand_17,"Preppy, Formal, Streetwear",Medium Skin,Curvy Friendly,High,,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
338.0,338.0,"SWEATSHIRTS, HOODIES & JACKETS, T-SHIRTS",,"Cotton, Corduroy",Brand_17,"Athleisure, Office Wear, Preppy",Neutral Skin,Tall Friendly,High,2025-11-19 14:56:19.315750,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
339.0,339.0,"CHINOS, JOGGERS & PANTS, TANKS","Grey, Pink, Tan","Wool, Cotton",Brand_9,"Eco-friendly, Streetwear, Athleisure",Medium Skin,Tall Friendly,Medium,2025-11-19 14:56:19.315868,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
340.0,340.0,"POLOS, TRACK PANTS, COATS","Off-white, Grey, Sky Blue","Leather, Cotton",Brand_10,"Cottagecore, Party Wear, Casual",Fair Skin,Petite Friendly,Low,2025-11-19 14:56:19.315988,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
341.0,341.0,"COATS, TRACK PANTS, KIMONO","Navy, Striped, Checked","Denim, Bamboo",Brand_2,"Y2K, Casual, Cottagecore",Neutral Skin,Skinny Friendly,High,2025-11-19 14:56:19.316107,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
342.0,342.0,"CARDIGANS, JOGGERS & PANTS, HOODIES & JACKETS","Olive, Polka Dot, Tan","Velvet, Jacquard",Brand_8,"Cottagecore, Eco-friendly, Beach Wear",Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.316239,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
343.0,343.0,"CHINOS, JOGGERS & PANTS, OVERSIZE TEE","Green, Crimson, Checked","Leather, Linen",Brand_2,"Luxury, Vintage, Party Wear",Neutral Skin,Tall Friendly,Low,2025-11-19 14:56:19.316358,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
344.0,344.0,"POLOS, HOODIES & JACKETS, TANKS","Teal, Tan, Camouflage","Silk, Polyester",Brand_8,"Office Wear, Preppy, Hipster",Neutral Skin,Skinny Friendly,Low,2025-11-19 14:56:19.316477,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
345.0,345.0,"SWEATSHIRTS, JOGGERS & PANTS, TANKS","Coral, Chocolate, Multi-color","Rayon, Bamboo",Brand_17,"Luxury, Athleisure, Casual",Neutral Skin,Petite Friendly,Low,2025-11-19 14:56:19.316596,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
346.0,346.0,"CARDIGANS, POLOS, BEACH WEAR","Sky Blue, Chocolate, Beige","Silk, Tencel",Brand_11,"Beach Wear, Preppy, Office Wear",Dark Skin,Petite Friendly,Medium,2025-11-19 14:56:19.316722,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
347.0,347.0,"OVERSIZE TEE, HOODIES & JACKETS, SHORTS","Olive, Checked, Pink","Cotton, Wool",Brand_8,"Y2K, Beach Wear, Luxury",Neutral Skin,Petite Friendly,Low,2025-11-19 14:56:19.316844,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
348.0,348.0,"KIMONO, DENIM JACKETS, SHORTS","Tan, Coral, Yellow","Bamboo, Denim",Brand_6,"Minimalist, Vintage, Eco-friendly",Dark Skin,Tall Friendly,High,2025-11-19 14:56:19.316971,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
,349.0,"SHORTS, HOODIES & JACKETS, SWEATSHIRTS","Orange, Teal, Beige","Leather, Jacquard",Brand_8,"Luxury, Party Wear, Formal",Dark Skin,Skinny Friendly,Low,2025-11-19 14:56:19.317090,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
350.0,350.0,"OVERSIZE TEE, CARDIGANS, T-SHIRTS","Pink, Grey, Pastel Blue","Denim, Wool",Brand_18,"Formal, Luxury, Vintage",Dark Skin,Petite Friendly,Low,2025-11-19 14:56:19.317222,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
351.0,351.0,"CHINOS, T-SHIRTS, TANKS","Polka Dot, Pastel Blue, Black","Tencel, Denim",Brand_5,"Vintage, Streetwear, Luxury",Fair Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.317344,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
352.0,352.0,"COATS, T-SHIRTS, TANKS","Teal, Brown, Nude",,Brand_18,"Party Wear, Hipster, Vintage",,Curvy Friendly,Medium,2025-11-19 14:56:19.317462,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
353.0,353.0,"COATS, POLOS, TANKS","Navy, Coral, Pink","Polyester, Jacquard",Brand_17,"Cottagecore, Preppy, Streetwear",Dark Skin,Tall Friendly,Medium,2025-11-19 14:56:19.317581,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
354.0,354.0,"POLOS, COATS, BEACH WEAR","Pastel Pink, Black, Navy","Polyester, Rayon",,"Luxury, Minimalist, Y2K",Neutral Skin,Tall Friendly,Low,2025-11-19 14:56:19.317710,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
355.0,355.0,"SWEATSHIRTS, OVERSIZE TEE, TRACK PANTS","Camouflage, Coral, Red","Tencel, Rayon",Brand_18,"Beach Wear, Eco-friendly, Preppy",Fair Skin,Curvy Friendly,High,2025-11-19 14:56:19.317831,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
356.0,356.0,"TRACK PANTS, DENIM JACKETS, UTILITY PANTS","Yellow, Maroon, Multi-color","Jacquard, Fleece",Brand_17,"Office Wear, Party Wear, Beach Wear",Neutral Skin,Petite Friendly,Medium,,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
357.0,357.0,"BEACH WEAR, SWEATSHIRTS, T-SHIRTS","Peach, Off-white, Polka Dot","Tencel, Leather",Brand_5,"Y2K, Minimalist, Casual",Fair Skin,Petite Friendly,Medium,2025-11-19 14:56:19.318069,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
358.0,,"UTILITY PANTS, JOGGERS & PANTS, T-SHIRTS","Mustard, Pastel Green, Nude","Bamboo, Leather",Brand_9,"Minimalist, Cottagecore, Office Wear",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.318205,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
359.0,359.0,"HOODIES & JACKETS, SHORTS, UTILITY PANTS","Grey, Olive, White","Polyester, Denim",Brand_4,"Luxury, Athleisure, Party Wear",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.318330,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
360.0,360.0,"COATS, CARDIGANS, HOODIES & JACKETS","Off-white, Navy, Teal","Cotton, Bamboo",Brand_4,,Fair Skin,Tall Friendly,High,2025-11-19 14:56:19.318447,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
361.0,361.0,"JOGGERS & PANTS, CHINOS, BEACH WEAR","Plaid, Chocolate, Brown","Jacquard, Corduroy",Brand_10,"Hipster, Minimalist, Office Wear",Neutral Skin,Curvy Friendly,Medium,2025-11-19 14:56:19.318566,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
362.0,362.0,"BLAZERS, UTILITY PANTS, HOODIES & JACKETS","Pastel Green, Green, Olive","Cotton, Linen",Brand_13,"Streetwear, Casual, Party Wear",Medium Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.318693,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
363.0,363.0,"CARDIGANS, KIMONO, COATS","Striped, Crimson, Sky Blue","Fleece, Velvet",Brand_13,"Y2K, Luxury, Athleisure",Medium Skin,Tall Friendly,Low,2025-11-19 14:56:19.318813,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
364.0,364.0,"TRACK PANTS, TANKS, BEACH WEAR","Peach, Blue, Chocolate","Denim, Silk",Brand_2,"Minimalist, Beach Wear, Casual",Fair Skin,Tall Friendly,Medium,2025-11-19 14:56:19.319000,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
365.0,365.0,,"Pink, Beige, Green","Jacquard, Modal",Brand_13,"Eco-friendly, Minimalist, Streetwear",Medium Skin,Curvy Friendly,High,2025-11-19 14:56:19.319162,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
366.0,366.0,"DENIM JACKETS, HOODIES & JACKETS, T-SHIRTS","Navy, Nude, Brown","Jacquard, Corduroy",Brand_2,"Athleisure, Y2K, Eco-friendly",Dark Skin,Skinny Friendly,Medium,2025-11-19 14:56:19.319302,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
367.0,367.0,"HOODIES & JACKETS, SHORTS, TRACK PANTS","Pastel Blue, Tan, Chocolate","Cotton, Wool",Brand_8,"Casual, Y2K, Cottagecore",,Curvy Friendly,Medium,2025-11-19 14:56:19.319427,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
368.0,368.0,"COATS, TANKS, KIMONO","Tan, Pink, Red","Cotton, Jacquard",Brand_10,"Eco-friendly, Casual, Hipster",Fair Skin,Petite Friendly,Low,2025-11-19 14:56:19.319587,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
369.0,369.0,"CARDIGANS, POLOS, CHINOS","Pastel Green, Maroon, Navy","Polyester, Denim",Brand_7,"Vintage, Preppy, Party Wear",Medium Skin,Skinny Friendly,,,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
370.0,370.0,"TANKS, DENIM JACKETS, BLAZERS","Beige, Olive, Multi-color","Velvet, Linen",Brand_2,"Beach Wear, Luxury, Casual",Medium Skin,Curvy Friendly,High,,2026-02-28 19:12:01.346351,user_preferences_dataset.csv,2026-02-28
